personnel_id,snapshot_date,synthetic_welfare_risk_score
P00311,2026-04-04,67.183
P00311,2026-05-04,74.52
P00311,2026-06-03,81.224
P00311,2026-07-03,81.716
P00311,2026-08-02,66.405
P00311,2026-09-01,66.658
P00312,2026-04-04,60.34
P00312,2026-05-04,69.831
P00312,2026-06-03,65.231
P00312,2026-07-03,64.389
P00312,2026-08-02,62.522
P00312,2026-09-01,63.32
P00313,2026-04-04,66.261
P00313,2026-05-04,54.246
P00313,2026-06-03,57.438
P00313,2026-07-03,51.603
P00313,2026-08-02,58.073
P00313,2026-09-01,58.595
P00314,2026-04-04,40.42
P00314,2026-05-04,33.463
P00314,2026-06-03,32.019
P00314,2026-07-03,36.487
P00314,2026-08-02,28.325
P00314,2026-09-01,42.953
P00315,2026-04-04,67.769
P00315,2026-05-04,68.685
P00315,2026-06-03,60.214
P00315,2026-07-03,62.554
P00315,2026-08-02,59.355
P00315,2026-09-01,62.65
P00316,2026-04-04,29.933
P00316,2026-05-04,27.792
P00316,2026-06-03,53.017
P00316,2026-07-03,30.82
P00316,2026-08-02,28.612
P00316,2026-09-01,26.406
P00317,2026-04-04,79.713
P00317,2026-05-04,76.401
P00317,2026-06-03,84.832
P00317,2026-07-03,71.676
P00317,2026-08-02,87.176
P00317,2026-09-01,83.715
P00318,2026-04-04,19.822
P00318,2026-05-04,21.512
P00318,2026-06-03,9.287
P00318,2026-07-03,17.202
P00318,2026-08-02,13.454
P00318,2026-09-01,29.843
P00319,2026-04-04,50.732
P00319,2026-05-04,43.529
P00319,2026-06-03,56.0
P00319,2026-07-03,48.903
P00319,2026-08-02,54.664
P00319,2026-09-01,52.592
P00320,2026-04-04,67.59
P00320,2026-05-04,62.538
P00320,2026-06-03,56.585
P00320,2026-07-03,62.854
P00320,2026-08-02,59.444
P00320,2026-09-01,56.755
P00321,2026-04-04,31.208
P00321,2026-05-04,35.878
P00321,2026-06-03,30.015
P00321,2026-07-03,42.936
P00321,2026-08-02,35.572
P00321,2026-09-01,50.251
P00322,2026-04-04,35.165
P00322,2026-05-04,35.617
P00322,2026-06-03,36.867
P00322,2026-07-03,36.978
P00322,2026-08-02,41.925
P00322,2026-09-01,43.222
P00323,2026-04-04,32.489
P00323,2026-05-04,37.042
P00323,2026-06-03,35.404
P00323,2026-07-03,24.669
P00323,2026-08-02,33.568
P00323,2026-09-01,34.62
P00324,2026-04-04,54.19
P00324,2026-05-04,54.472
P00324,2026-06-03,53.521
P00324,2026-07-03,49.186
P00324,2026-08-02,55.018
P00324,2026-09-01,48.524
P00325,2026-04-04,39.635
P00325,2026-05-04,38.264
P00325,2026-06-03,43.587
P00325,2026-07-03,38.252
P00325,2026-08-02,39.773
P00325,2026-09-01,40.579
P00326,2026-04-04,39.78
P00326,2026-05-04,37.932
P00326,2026-06-03,40.621
P00326,2026-07-03,36.271
P00326,2026-08-02,35.642
P00326,2026-09-01,20.319
P00327,2026-04-04,24.137
P00327,2026-05-04,32.894
P00327,2026-06-03,30.084
P00327,2026-07-03,39.656
P00327,2026-08-02,38.52
P00327,2026-09-01,42.307
P00328,2026-04-04,56.185
P00328,2026-05-04,60.815
P00328,2026-06-03,70.169
P00328,2026-07-03,62.434
P00328,2026-08-02,59.035
P00328,2026-09-01,82.351
P00329,2026-04-04,64.14
P00329,2026-05-04,53.257
P00329,2026-06-03,69.668
P00329,2026-07-03,60.922
P00329,2026-08-02,68.444
P00329,2026-09-01,59.845
P00330,2026-04-04,65.718
P00330,2026-05-04,51.494
P00330,2026-06-03,44.765
P00330,2026-07-03,59.617
P00330,2026-08-02,70.43
P00330,2026-09-01,62.003
P00331,2026-04-04,18.714
P00331,2026-05-04,30.108
P00331,2026-06-03,32.043
P00331,2026-07-03,23.254
P00331,2026-08-02,20.472
P00331,2026-09-01,28.917
P00332,2026-04-04,49.528
P00332,2026-05-04,48.833
P00332,2026-06-03,62.751
P00332,2026-07-03,55.216
P00332,2026-08-02,52.358
P00332,2026-09-01,56.5
P00333,2026-04-04,32.781
P00333,2026-05-04,37.961
P00333,2026-06-03,43.8
P00333,2026-07-03,44.969
P00333,2026-08-02,40.115
P00333,2026-09-01,45.8
P00334,2026-04-04,71.459
P00334,2026-05-04,54.018
P00334,2026-06-03,66.451
P00334,2026-07-03,52.202
P00334,2026-08-02,51.793
P00334,2026-09-01,50.078
P00335,2026-04-04,44.546
P00335,2026-05-04,61.72
P00335,2026-06-03,62.615
P00335,2026-07-03,58.778
P00335,2026-08-02,61.5
P00335,2026-09-01,66.352
P00336,2026-04-04,35.556
P00336,2026-05-04,37.787
P00336,2026-06-03,44.621
P00336,2026-07-03,26.384
P00336,2026-08-02,56.855
P00336,2026-09-01,51.231
P00337,2026-04-04,13.037
P00337,2026-05-04,11.158
P00337,2026-06-03,22.216
P00337,2026-07-03,24.48
P00337,2026-08-02,18.397
P00337,2026-09-01,15.834
P00338,2026-04-04,40.18
P00338,2026-05-04,24.602
P00338,2026-06-03,30.763
P00338,2026-07-03,42.396
P00338,2026-08-02,35.247
P00338,2026-09-01,35.201
P00339,2026-04-04,55.52
P00339,2026-05-04,54.068
P00339,2026-06-03,72.461
P00339,2026-07-03,57.129
P00339,2026-08-02,51.946
P00339,2026-09-01,57.659
P00340,2026-04-04,41.496
P00340,2026-05-04,44.381
P00340,2026-06-03,45.268
P00340,2026-07-03,39.262
P00340,2026-08-02,42.427
P00340,2026-09-01,46.327
P00341,2026-04-04,22.453
P00341,2026-05-04,21.15
P00341,2026-06-03,26.229
P00341,2026-07-03,28.51
P00341,2026-08-02,28.707
P00341,2026-09-01,28.875
P00342,2026-04-04,22.8
P00342,2026-05-04,22.189
P00342,2026-06-03,13.15
P00342,2026-07-03,27.444
P00342,2026-08-02,28.676
P00342,2026-09-01,22.657
P00343,2026-04-04,37.523
P00343,2026-05-04,47.343
P00343,2026-06-03,39.206
P00343,2026-07-03,36.607
P00343,2026-08-02,42.567
P00343,2026-09-01,32.266
P00344,2026-04-04,71.586
P00344,2026-05-04,82.914
P00344,2026-06-03,80.011
P00344,2026-07-03,83.733
P00344,2026-08-02,74.973
P00344,2026-09-01,78.757
P00345,2026-04-04,50.068
P00345,2026-05-04,51.302
P00345,2026-06-03,48.355
P00345,2026-07-03,41.358
P00345,2026-08-02,58.376
P00345,2026-09-01,52.289
P00346,2026-04-04,18.391
P00346,2026-05-04,31.704
P00346,2026-06-03,20.857
P00346,2026-07-03,15.769
P00346,2026-08-02,27.047
P00346,2026-09-01,30.663
P00347,2026-04-04,22.279
P00347,2026-05-04,20.306
P00347,2026-06-03,23.425
P00347,2026-07-03,13.123
P00347,2026-08-02,28.7
P00347,2026-09-01,25.89
P00348,2026-04-04,38.553
P00348,2026-05-04,43.036
P00348,2026-06-03,44.226
P00348,2026-07-03,52.243
P00348,2026-08-02,45.483
P00348,2026-09-01,51.206
P00349,2026-04-04,91.861
P00349,2026-05-04,85.516
P00349,2026-06-03,75.576
P00349,2026-07-03,73.645
P00349,2026-08-02,74.069
P00349,2026-09-01,86.157
P00350,2026-04-04,63.801
P00350,2026-05-04,56.934
P00350,2026-06-03,57.407
P00350,2026-07-03,63.112
P00350,2026-08-02,62.055
P00350,2026-09-01,61.231
P00351,2026-04-04,47.287
P00351,2026-05-04,41.111
P00351,2026-06-03,40.309
P00351,2026-07-03,39.547
P00351,2026-08-02,49.192
P00351,2026-09-01,54.685
P00352,2026-04-04,57.457
P00352,2026-05-04,54.455
P00352,2026-06-03,59.658
P00352,2026-07-03,64.793
P00352,2026-08-02,52.967
P00352,2026-09-01,56.352
P00353,2026-04-04,46.176
P00353,2026-05-04,34.343
P00353,2026-06-03,37.377
P00353,2026-07-03,42.055
P00353,2026-08-02,46.212
P00353,2026-09-01,56.809
P00354,2026-04-04,64.449
P00354,2026-05-04,55.201
P00354,2026-06-03,49.48
P00354,2026-07-03,38.225
P00354,2026-08-02,50.689
P00354,2026-09-01,61.848
P00355,2026-04-04,58.022
P00355,2026-05-04,59.376
P00355,2026-06-03,62.756
P00355,2026-07-03,65.041
P00355,2026-08-02,56.746
P00355,2026-09-01,63.05
P00356,2026-04-04,45.506
P00356,2026-05-04,55.611
P00356,2026-06-03,53.738
P00356,2026-07-03,59.461
P00356,2026-08-02,45.757
P00356,2026-09-01,45.789
P00357,2026-04-04,32.395
P00357,2026-05-04,30.642
P00357,2026-06-03,44.877
P00357,2026-07-03,38.721
P00357,2026-08-02,50.326
P00357,2026-09-01,50.086
P00358,2026-04-04,59.114
P00358,2026-05-04,64.139
P00358,2026-06-03,62.7
P00358,2026-07-03,56.965
P00358,2026-08-02,57.071
P00358,2026-09-01,61.419
P00359,2026-04-04,40.304
P00359,2026-05-04,52.312
P00359,2026-06-03,44.047
P00359,2026-07-03,50.213
P00359,2026-08-02,54.007
P00359,2026-09-01,54.244
P00360,2026-04-04,31.783
P00360,2026-05-04,52.53
P00360,2026-06-03,47.047
P00360,2026-07-03,40.956
P00360,2026-08-02,52.216
P00360,2026-09-01,55.912
P00361,2026-04-04,68.499
P00361,2026-05-04,73.721
P00361,2026-06-03,69.451
P00361,2026-07-03,66.377
P00361,2026-08-02,67.201
P00361,2026-09-01,70.051
P00362,2026-04-04,33.709
P00362,2026-05-04,34.694
P00362,2026-06-03,34.717
P00362,2026-07-03,37.304
P00362,2026-08-02,47.812
P00362,2026-09-01,55.535
P00363,2026-04-04,16.013
P00363,2026-05-04,23.73
P00363,2026-06-03,19.652
P00363,2026-07-03,24.12
P00363,2026-08-02,24.708
P00363,2026-09-01,29.537
P00364,2026-04-04,54.91
P00364,2026-05-04,54.015
P00364,2026-06-03,61.606
P00364,2026-07-03,51.943
P00364,2026-08-02,51.108
P00364,2026-09-01,59.086
P00365,2026-04-04,46.475
P00365,2026-05-04,41.332
P00365,2026-06-03,57.569
P00365,2026-07-03,45.431
P00365,2026-08-02,57.22
P00365,2026-09-01,44.684
P00366,2026-04-04,13.99
P00366,2026-05-04,23.385
P00366,2026-06-03,23.012
P00366,2026-07-03,19.583
P00366,2026-08-02,29.535
P00366,2026-09-01,17.358
P00367,2026-04-04,77.117
P00367,2026-05-04,84.455
P00367,2026-06-03,79.422
P00367,2026-07-03,74.876
P00367,2026-08-02,86.897
P00367,2026-09-01,74.317
P00368,2026-04-04,32.31
P00368,2026-05-04,27.889
P00368,2026-06-03,37.813
P00368,2026-07-03,23.321
P00368,2026-08-02,40.353
P00368,2026-09-01,36.113
P00369,2026-04-04,25.96
P00369,2026-05-04,16.088
P00369,2026-06-03,22.61
P00369,2026-07-03,20.925
P00369,2026-08-02,14.253
P00369,2026-09-01,15.261
P00370,2026-04-04,40.963
P00370,2026-05-04,52.504
P00370,2026-06-03,54.876
P00370,2026-07-03,76.981
P00370,2026-08-02,64.617
P00370,2026-09-01,60.961
P00371,2026-04-04,50.256
P00371,2026-05-04,74.39
P00371,2026-06-03,65.388
P00371,2026-07-03,47.024
P00371,2026-08-02,64.395
P00371,2026-09-01,68.771
P00372,2026-04-04,52.431
P00372,2026-05-04,51.246
P00372,2026-06-03,68.072
P00372,2026-07-03,69.548
P00372,2026-08-02,71.42
P00372,2026-09-01,58.753
P00373,2026-04-04,54.209
P00373,2026-05-04,63.876
P00373,2026-06-03,61.417
P00373,2026-07-03,66.445
P00373,2026-08-02,69.795
P00373,2026-09-01,60.371
P00374,2026-04-04,48.678
P00374,2026-05-04,50.212
P00374,2026-06-03,54.121
P00374,2026-07-03,68.234
P00374,2026-08-02,47.326
P00374,2026-09-01,56.706
P00375,2026-04-04,49.963
P00375,2026-05-04,46.967
P00375,2026-06-03,45.444
P00375,2026-07-03,43.656
P00375,2026-08-02,54.181
P00375,2026-09-01,52.001
P00376,2026-04-04,72.947
P00376,2026-05-04,64.99
P00376,2026-06-03,62.803
P00376,2026-07-03,61.902
P00376,2026-08-02,69.454
P00376,2026-09-01,68.657
P00377,2026-04-04,52.367
P00377,2026-05-04,65.218
P00377,2026-06-03,50.533
P00377,2026-07-03,60.766
P00377,2026-08-02,69.155
P00377,2026-09-01,70.352
P00378,2026-04-04,63.881
P00378,2026-05-04,75.327
P00378,2026-06-03,72.585
P00378,2026-07-03,73.862
P00378,2026-08-02,66.187
P00378,2026-09-01,71.07
P00379,2026-04-04,38.844
P00379,2026-05-04,47.906
P00379,2026-06-03,41.017
P00379,2026-07-03,42.605
P00379,2026-08-02,37.532
P00379,2026-09-01,41.154
P00380,2026-04-04,49.008
P00380,2026-05-04,45.933
P00380,2026-06-03,50.488
P00380,2026-07-03,47.824
P00380,2026-08-02,51.158
P00380,2026-09-01,53.708
P00381,2026-04-04,64.669
P00381,2026-05-04,51.342
P00381,2026-06-03,55.766
P00381,2026-07-03,52.931
P00381,2026-08-02,67.503
P00381,2026-09-01,64.576
P00382,2026-04-04,58.392
P00382,2026-05-04,49.601
P00382,2026-06-03,49.481
P00382,2026-07-03,50.455
P00382,2026-08-02,47.863
P00382,2026-09-01,44.741
P00383,2026-04-04,40.953
P00383,2026-05-04,34.261
P00383,2026-06-03,40.457
P00383,2026-07-03,43.868
P00383,2026-08-02,55.868
P00383,2026-09-01,46.825
P00384,2026-04-04,30.974
P00384,2026-05-04,27.062
P00384,2026-06-03,25.002
P00384,2026-07-03,24.1
P00384,2026-08-02,31.296
P00384,2026-09-01,25.416
P00385,2026-04-04,23.808
P00385,2026-05-04,23.209
P00385,2026-06-03,37.811
P00385,2026-07-03,38.457
P00385,2026-08-02,21.98
P00385,2026-09-01,28.089
P00386,2026-04-04,44.062
P00386,2026-05-04,41.894
P00386,2026-06-03,42.546
P00386,2026-07-03,51.097
P00386,2026-08-02,44.712
P00386,2026-09-01,32.91
P00387,2026-04-04,78.639
P00387,2026-05-04,62.163
P00387,2026-06-03,55.186
P00387,2026-07-03,58.483
P00387,2026-08-02,75.574
P00387,2026-09-01,75.903
P00388,2026-04-04,92.871
P00388,2026-05-04,90.749
P00388,2026-06-03,82.294
P00388,2026-07-03,72.242
P00388,2026-08-02,65.862
P00388,2026-09-01,69.839
P00389,2026-04-04,90.078
P00389,2026-05-04,74.228
P00389,2026-06-03,66.185
P00389,2026-07-03,81.706
P00389,2026-08-02,67.726
P00389,2026-09-01,69.006
P00390,2026-04-04,35.725
P00390,2026-05-04,39.551
P00390,2026-06-03,43.819
P00390,2026-07-03,38.947
P00390,2026-08-02,30.741
P00390,2026-09-01,37.582
P00391,2026-04-04,67.977
P00391,2026-05-04,77.388
P00391,2026-06-03,93.409
P00391,2026-07-03,77.1
P00391,2026-08-02,74.714
P00391,2026-09-01,86.495
P00392,2026-04-04,75.512
P00392,2026-05-04,69.646
P00392,2026-06-03,81.13
P00392,2026-07-03,72.956
P00392,2026-08-02,77.915
P00392,2026-09-01,73.885
P00393,2026-04-04,66.2
P00393,2026-05-04,74.921
P00393,2026-06-03,81.697
P00393,2026-07-03,67.503
P00393,2026-08-02,70.715
P00393,2026-09-01,71.801
P00394,2026-04-04,33.275
P00394,2026-05-04,46.588
P00394,2026-06-03,18.915
P00394,2026-07-03,42.668
P00394,2026-08-02,35.134
P00394,2026-09-01,46.659
P00395,2026-04-04,29.982
P00395,2026-05-04,23.245
P00395,2026-06-03,14.725
P00395,2026-07-03,26.572
P00395,2026-08-02,25.537
P00395,2026-09-01,27.065
P00396,2026-04-04,41.402
P00396,2026-05-04,49.469
P00396,2026-06-03,56.877
P00396,2026-07-03,49.855
P00396,2026-08-02,48.36
P00396,2026-09-01,48.089
P00397,2026-04-04,42.795
P00397,2026-05-04,51.16
P00397,2026-06-03,47.947
P00397,2026-07-03,54.595
P00397,2026-08-02,49.454
P00397,2026-09-01,42.669
P00398,2026-04-04,51.065
P00398,2026-05-04,54.05
P00398,2026-06-03,61.661
P00398,2026-07-03,48.114
P00398,2026-08-02,45.8
P00398,2026-09-01,48.359
P00399,2026-04-04,36.348
P00399,2026-05-04,16.413
P00399,2026-06-03,37.926
P00399,2026-07-03,36.107
P00399,2026-08-02,39.958
P00399,2026-09-01,47.089
P00400,2026-04-04,56.536
P00400,2026-05-04,77.845
P00400,2026-06-03,81.9
P00400,2026-07-03,81.235
P00400,2026-08-02,69.194
P00400,2026-09-01,77.383
P00401,2026-04-04,38.212
P00401,2026-05-04,40.495
P00401,2026-06-03,40.224
P00401,2026-07-03,41.095
P00401,2026-08-02,44.709
P00401,2026-09-01,49.391
P00402,2026-04-04,51.717
P00402,2026-05-04,54.127
P00402,2026-06-03,50.34
P00402,2026-07-03,57.785
P00402,2026-08-02,55.253
P00402,2026-09-01,56.824
P00403,2026-04-04,73.631
P00403,2026-05-04,72.084
P00403,2026-06-03,59.731
P00403,2026-07-03,67.281
P00403,2026-08-02,73.286
P00403,2026-09-01,75.394
P00404,2026-04-04,44.678
P00404,2026-05-04,39.479
P00404,2026-06-03,58.672
P00404,2026-07-03,60.192
P00404,2026-08-02,49.453
P00404,2026-09-01,35.489
P00405,2026-04-04,37.257
P00405,2026-05-04,54.633
P00405,2026-06-03,45.278
P00405,2026-07-03,36.227
P00405,2026-08-02,61.791
P00405,2026-09-01,72.443
P00406,2026-04-04,53.891
P00406,2026-05-04,50.447
P00406,2026-06-03,66.112
P00406,2026-07-03,50.677
P00406,2026-08-02,54.427
P00406,2026-09-01,60.509
P00407,2026-04-04,73.945
P00407,2026-05-04,63.454
P00407,2026-06-03,70.727
P00407,2026-07-03,55.563
P00407,2026-08-02,67.955
P00407,2026-09-01,71.182
P00408,2026-04-04,45.417
P00408,2026-05-04,54.5
P00408,2026-06-03,46.441
P00408,2026-07-03,55.927
P00408,2026-08-02,46.194
P00408,2026-09-01,45.44
P00409,2026-04-04,37.149
P00409,2026-05-04,27.27
P00409,2026-06-03,28.155
P00409,2026-07-03,31.502
P00409,2026-08-02,29.942
P00409,2026-09-01,27.761
P00410,2026-04-04,69.28
P00410,2026-05-04,58.794
P00410,2026-06-03,61.608
P00410,2026-07-03,48.174
P00410,2026-08-02,56.095
P00410,2026-09-01,51.826
P00411,2026-04-04,26.104
P00411,2026-05-04,24.743
P00411,2026-06-03,32.661
P00411,2026-07-03,29.807
P00411,2026-08-02,31.645
P00411,2026-09-01,23.887
P00412,2026-04-04,55.359
P00412,2026-05-04,56.615
P00412,2026-06-03,48.646
P00412,2026-07-03,58.189
P00412,2026-08-02,54.547
P00412,2026-09-01,53.667
P00413,2026-04-04,54.509
P00413,2026-05-04,48.368
P00413,2026-06-03,54.131
P00413,2026-07-03,44.973
P00413,2026-08-02,55.508
P00413,2026-09-01,52.512
P00414,2026-04-04,63.2
P00414,2026-05-04,44.36
P00414,2026-06-03,53.079
P00414,2026-07-03,57.172
P00414,2026-08-02,61.202
P00414,2026-09-01,63.697
P00415,2026-04-04,31.175
P00415,2026-05-04,55.333
P00415,2026-06-03,43.197
P00415,2026-07-03,45.304
P00415,2026-08-02,36.731
P00415,2026-09-01,45.131
P00416,2026-04-04,46.877
P00416,2026-05-04,57.292
P00416,2026-06-03,70.208
P00416,2026-07-03,49.9
P00416,2026-08-02,72.968
P00416,2026-09-01,67.99
P00417,2026-04-04,59.422
P00417,2026-05-04,54.1
P00417,2026-06-03,57.052
P00417,2026-07-03,51.543
P00417,2026-08-02,50.994
P00417,2026-09-01,59.556
P00418,2026-04-04,44.485
P00418,2026-05-04,31.541
P00418,2026-06-03,25.787
P00418,2026-07-03,30.121
P00418,2026-08-02,41.804
P00418,2026-09-01,42.401
P00419,2026-04-04,57.572
P00419,2026-05-04,60.378
P00419,2026-06-03,66.87
P00419,2026-07-03,65.464
P00419,2026-08-02,59.087
P00419,2026-09-01,59.911
P00420,2026-04-04,50.672
P00420,2026-05-04,58.672
P00420,2026-06-03,64.833
P00420,2026-07-03,66.432
P00420,2026-08-02,63.723
P00420,2026-09-01,65.321
P00421,2026-04-04,52.189
P00421,2026-05-04,54.967
P00421,2026-06-03,60.996
P00421,2026-07-03,59.455
P00421,2026-08-02,68.12
P00421,2026-09-01,69.081
P00422,2026-04-04,46.576
P00422,2026-05-04,58.521
P00422,2026-06-03,59.601
P00422,2026-07-03,63.435
P00422,2026-08-02,48.855
P00422,2026-09-01,54.159
P00423,2026-04-04,54.85
P00423,2026-05-04,49.833
P00423,2026-06-03,44.043
P00423,2026-07-03,47.12
P00423,2026-08-02,54.338
P00423,2026-09-01,55.493
P00424,2026-04-04,43.662
P00424,2026-05-04,40.017
P00424,2026-06-03,53.026
P00424,2026-07-03,50.011
P00424,2026-08-02,47.557
P00424,2026-09-01,54.784
P00425,2026-04-04,63.3
P00425,2026-05-04,56.594
P00425,2026-06-03,54.35
P00425,2026-07-03,58.768
P00425,2026-08-02,59.934
P00425,2026-09-01,62.603
P00426,2026-04-04,35.323
P00426,2026-05-04,37.02
P00426,2026-06-03,28.105
P00426,2026-07-03,31.709
P00426,2026-08-02,30.679
P00426,2026-09-01,36.844
P00427,2026-04-04,76.831
P00427,2026-05-04,73.064
P00427,2026-06-03,63.564
P00427,2026-07-03,66.775
P00427,2026-08-02,70.674
P00427,2026-09-01,71.113
P00428,2026-04-04,36.903
P00428,2026-05-04,35.44
P00428,2026-06-03,36.948
P00428,2026-07-03,30.601
P00428,2026-08-02,23.839
P00428,2026-09-01,36.905
P00429,2026-04-04,59.7
P00429,2026-05-04,41.552
P00429,2026-06-03,49.584
P00429,2026-07-03,46.317
P00429,2026-08-02,63.526
P00429,2026-09-01,71.279
P00430,2026-04-04,42.28
P00430,2026-05-04,41.484
P00430,2026-06-03,27.502
P00430,2026-07-03,45.54
P00430,2026-08-02,42.371
P00430,2026-09-01,39.014
P00431,2026-04-04,58.112
P00431,2026-05-04,65.087
P00431,2026-06-03,60.648
P00431,2026-07-03,74.908
P00431,2026-08-02,49.587
P00431,2026-09-01,67.321
P00432,2026-04-04,43.802
P00432,2026-05-04,47.478
P00432,2026-06-03,49.377
P00432,2026-07-03,58.443
P00432,2026-08-02,38.449
P00432,2026-09-01,53.579
P00433,2026-04-04,29.539
P00433,2026-05-04,24.229
P00433,2026-06-03,31.205
P00433,2026-07-03,24.442
P00433,2026-08-02,29.304
P00433,2026-09-01,33.069
P00434,2026-04-04,39.845
P00434,2026-05-04,34.523
P00434,2026-06-03,46.754
P00434,2026-07-03,39.829
P00434,2026-08-02,50.728
P00434,2026-09-01,36.783
P00435,2026-04-04,39.498
P00435,2026-05-04,41.637
P00435,2026-06-03,51.92
P00435,2026-07-03,54.975
P00435,2026-08-02,42.868
P00435,2026-09-01,47.539
P00436,2026-04-04,40.037
P00436,2026-05-04,44.49
P00436,2026-06-03,37.116
P00436,2026-07-03,55.738
P00436,2026-08-02,49.704
P00436,2026-09-01,47.874
P00437,2026-04-04,40.203
P00437,2026-05-04,49.842
P00437,2026-06-03,37.471
P00437,2026-07-03,46.893
P00437,2026-08-02,43.203
P00437,2026-09-01,47.006
P00438,2026-04-04,44.123
P00438,2026-05-04,53.981
P00438,2026-06-03,52.356
P00438,2026-07-03,47.571
P00438,2026-08-02,42.99
P00438,2026-09-01,46.74
P00439,2026-04-04,35.432
P00439,2026-05-04,31.417
P00439,2026-06-03,43.851
P00439,2026-07-03,41.296
P00439,2026-08-02,25.913
P00439,2026-09-01,35.752
P00440,2026-04-04,66.689
P00440,2026-05-04,72.662
P00440,2026-06-03,68.959
P00440,2026-07-03,77.542
P00440,2026-08-02,75.229
P00440,2026-09-01,67.568
P00441,2026-04-04,24.653
P00441,2026-05-04,23.862
P00441,2026-06-03,32.291
P00441,2026-07-03,21.527
P00441,2026-08-02,26.798
P00441,2026-09-01,32.532
P00442,2026-04-04,38.753
P00442,2026-05-04,45.275
P00442,2026-06-03,42.725
P00442,2026-07-03,38.413
P00442,2026-08-02,52.508
P00442,2026-09-01,52.396
P00443,2026-04-04,41.994
P00443,2026-05-04,41.274
P00443,2026-06-03,40.629
P00443,2026-07-03,39.496
P00443,2026-08-02,37.068
P00443,2026-09-01,34.033
P00444,2026-04-04,60.376
P00444,2026-05-04,65.791
P00444,2026-06-03,81.227
P00444,2026-07-03,83.077
P00444,2026-08-02,83.924
P00444,2026-09-01,80.092
P00445,2026-04-04,74.907
P00445,2026-05-04,85.936
P00445,2026-06-03,88.22
P00445,2026-07-03,87.147
P00445,2026-08-02,84.515
P00445,2026-09-01,80.185
P00446,2026-04-04,54.426
P00446,2026-05-04,59.491
P00446,2026-06-03,63.871
P00446,2026-07-03,52.272
P00446,2026-08-02,55.343
P00446,2026-09-01,63.869
P00447,2026-04-04,56.975
P00447,2026-05-04,44.127
P00447,2026-06-03,59.263
P00447,2026-07-03,72.787
P00447,2026-08-02,58.884
P00447,2026-09-01,66.302
P00448,2026-04-04,48.884
P00448,2026-05-04,51.906
P00448,2026-06-03,51.381
P00448,2026-07-03,58.844
P00448,2026-08-02,47.137
P00448,2026-09-01,45.143
P00449,2026-04-04,65.05
P00449,2026-05-04,64.522
P00449,2026-06-03,57.766
P00449,2026-07-03,58.072
P00449,2026-08-02,62.109
P00449,2026-09-01,60.921
P00450,2026-04-04,35.031
P00450,2026-05-04,50.915
P00450,2026-06-03,43.467
P00450,2026-07-03,41.329
P00450,2026-08-02,40.473
P00450,2026-09-01,46.253
P00451,2026-04-04,48.598
P00451,2026-05-04,63.666
P00451,2026-06-03,64.227
P00451,2026-07-03,53.374
P00451,2026-08-02,64.286
P00451,2026-09-01,75.298
P00452,2026-04-04,27.034
P00452,2026-05-04,32.471
P00452,2026-06-03,35.273
P00452,2026-07-03,37.696
P00452,2026-08-02,41.382
P00452,2026-09-01,33.333
P00453,2026-04-04,66.773
P00453,2026-05-04,61.938
P00453,2026-06-03,56.489
P00453,2026-07-03,67.618
P00453,2026-08-02,77.178
P00453,2026-09-01,70.54
P00454,2026-04-04,52.734
P00454,2026-05-04,77.938
P00454,2026-06-03,58.449
P00454,2026-07-03,68.438
P00454,2026-08-02,59.017
P00454,2026-09-01,53.295
P00455,2026-04-04,73.764
P00455,2026-05-04,60.295
P00455,2026-06-03,72.1
P00455,2026-07-03,58.067
P00455,2026-08-02,51.834
P00455,2026-09-01,57.779
P00456,2026-04-04,50.079
P00456,2026-05-04,45.572
P00456,2026-06-03,51.493
P00456,2026-07-03,43.413
P00456,2026-08-02,58.667
P00456,2026-09-01,59.686
P00457,2026-04-04,62.242
P00457,2026-05-04,57.763
P00457,2026-06-03,62.184
P00457,2026-07-03,59.924
P00457,2026-08-02,62.384
P00457,2026-09-01,61.933
P00458,2026-04-04,65.349
P00458,2026-05-04,49.325
P00458,2026-06-03,47.546
P00458,2026-07-03,57.987
P00458,2026-08-02,56.419
P00458,2026-09-01,57.298
P00459,2026-04-04,63.464
P00459,2026-05-04,69.162
P00459,2026-06-03,70.027
P00459,2026-07-03,71.28
P00459,2026-08-02,73.834
P00459,2026-09-01,73.193
P00460,2026-04-04,53.201
P00460,2026-05-04,50.902
P00460,2026-06-03,60.976
P00460,2026-07-03,70.93
P00460,2026-08-02,73.692
P00460,2026-09-01,63.672
P00461,2026-04-04,33.794
P00461,2026-05-04,41.164
P00461,2026-06-03,35.617
P00461,2026-07-03,38.684
P00461,2026-08-02,33.27
P00461,2026-09-01,36.126
P00462,2026-04-04,56.763
P00462,2026-05-04,45.574
P00462,2026-06-03,29.842
P00462,2026-07-03,45.957
P00462,2026-08-02,47.674
P00462,2026-09-01,40.244
P00463,2026-04-04,47.113
P00463,2026-05-04,48.197
P00463,2026-06-03,49.205
P00463,2026-07-03,59.849
P00463,2026-08-02,62.664
P00463,2026-09-01,67.802
P00464,2026-04-04,29.638
P00464,2026-05-04,30.846
P00464,2026-06-03,35.63
P00464,2026-07-03,44.841
P00464,2026-08-02,46.761
P00464,2026-09-01,43.988
P00465,2026-04-04,55.809
P00465,2026-05-04,60.738
P00465,2026-06-03,53.387
P00465,2026-07-03,50.698
P00465,2026-08-02,67.024
P00465,2026-09-01,71.681
P00466,2026-04-04,73.293
