leave_id,personnel_id,leave_type,start_date,end_date,days_availed
P00428-L009,P00428,earned,2025-09-04,2025-09-08,3.5
P00428-L010,P00428,medical,2025-10-29,2025-11-02,4.0
P00428-L011,P00428,compensatory,2025-12-12,2025-12-20,8.2
P00428-L012,P00428,casual,2026-01-23,2026-02-07,15.2
P00428-L013,P00428,casual,2026-04-06,2026-04-12,6.3
P00428-L014,P00428,casual,2026-05-08,2026-05-24,15.7
P00428-L015,P00428,earned,2026-06-22,2026-07-05,13.8
P00428-L016,P00428,compensatory,2026-07-18,2026-07-26,8.2
P00429-L001,P00429,earned,2024-09-03,2024-09-10,6.5
P00429-L002,P00429,casual,2024-10-15,2024-10-25,9.8
P00429-L003,P00429,casual,2024-11-25,2024-12-05,9.5
P00429-L004,P00429,earned,2025-01-04,2025-01-07,2.9
P00429-L005,P00429,earned,2025-02-25,2025-02-27,2.5
P00429-L006,P00429,earned,2025-03-24,2025-04-04,11.3
P00429-L007,P00429,earned,2025-05-17,2025-05-27,9.7
P00429-L008,P00429,casual,2025-06-13,2025-06-16,3.5
P00429-L009,P00429,casual,2025-07-31,2025-08-23,23.0
P00429-L010,P00429,medical,2025-09-22,2025-09-29,7.8
P00429-L011,P00429,earned,2025-10-12,2025-10-21,8.4
P00429-L012,P00429,earned,2025-12-04,2025-12-09,5.0
P00429-L013,P00429,earned,2026-01-14,2026-01-15,1.4
P00429-L014,P00429,casual,2026-02-20,2026-03-07,15.0
P00429-L015,P00429,medical,2026-04-02,2026-04-11,8.8
P00429-L016,P00429,casual,2026-05-12,2026-05-31,18.6
P00429-L017,P00429,compensatory,2026-06-21,2026-07-08,16.7
P00429-L018,P00429,compensatory,2026-08-02,2026-08-07,5.2
P00430-L001,P00430,casual,2024-09-10,2024-09-16,5.4
P00430-L002,P00430,casual,2024-10-12,2024-10-22,10.3
P00430-L003,P00430,earned,2024-11-17,2024-11-23,5.6
P00430-L004,P00430,medical,2025-01-06,2025-01-12,6.1
P00430-L005,P00430,casual,2025-02-03,2025-02-22,18.8
P00430-L006,P00430,earned,2025-03-16,2025-03-22,5.3
P00430-L007,P00430,earned,2025-04-20,2025-04-27,7.1
P00430-L008,P00430,earned,2025-06-03,2025-06-15,12.6
P00430-L009,P00430,medical,2025-07-19,2025-07-24,5.5
P00430-L010,P00430,casual,2025-09-01,2025-09-05,4.5
P00430-L011,P00430,earned,2025-09-28,2025-10-11,13.0
P00430-L012,P00430,medical,2025-11-12,2025-11-14,1.4
P00430-L013,P00430,compensatory,2025-12-06,2025-12-17,11.7
P00430-L014,P00430,earned,2026-01-16,2026-01-30,13.8
P00430-L015,P00430,casual,2026-02-25,2026-03-07,9.7
P00430-L016,P00430,earned,2026-04-03,2026-04-06,3.4
P00430-L017,P00430,earned,2026-05-13,2026-05-25,11.6
P00430-L018,P00430,compensatory,2026-06-17,2026-06-25,7.4
P00430-L019,P00430,earned,2026-07-28,2026-08-11,13.6
P00431-L001,P00431,earned,2024-09-17,2024-09-22,4.3
P00431-L002,P00431,earned,2025-01-31,2025-02-10,10.5
P00431-L003,P00431,casual,2025-05-10,2025-05-28,18.1
P00431-L004,P00431,compensatory,2025-11-07,2025-11-19,12.8
P00431-L005,P00431,earned,2026-03-02,2026-03-15,13.5
P00431-L006,P00431,medical,2026-07-15,2026-07-29,14.3
P00432-L001,P00432,earned,2024-08-31,2024-09-04,4.2
P00432-L002,P00432,earned,2024-10-06,2024-10-13,7.2
P00432-L003,P00432,earned,2024-11-05,2024-11-07,1.8
P00432-L004,P00432,casual,2024-12-01,2024-12-07,6.5
P00432-L005,P00432,earned,2024-12-22,2025-01-01,9.9
P00432-L006,P00432,compensatory,2025-02-03,2025-02-05,2.6
P00432-L007,P00432,medical,2025-02-18,2025-02-22,4.5
P00432-L008,P00432,earned,2025-04-01,2025-04-10,9.0
P00432-L009,P00432,earned,2025-04-15,2025-04-21,6.1
P00432-L010,P00432,casual,2025-05-17,2025-05-28,10.6
P00432-L011,P00432,casual,2025-06-11,2025-06-19,7.5
P00432-L012,P00432,earned,2025-07-22,2025-07-28,6.3
P00432-L013,P00432,earned,2025-08-03,2025-08-15,11.8
P00432-L014,P00432,casual,2025-09-05,2025-09-11,5.9
P00432-L015,P00432,medical,2025-10-07,2025-10-11,3.8
P00432-L016,P00432,casual,2025-11-05,2025-11-08,2.9
P00432-L017,P00432,casual,2025-11-29,2025-12-09,9.8
P00432-L018,P00432,casual,2026-01-05,2026-01-11,5.1
P00432-L019,P00432,medical,2026-01-21,2026-02-07,17.0
P00432-L020,P00432,earned,2026-02-24,2026-03-01,4.7
P00432-L021,P00432,earned,2026-03-17,2026-03-21,4.4
P00432-L022,P00432,earned,2026-04-22,2026-04-27,5.4
P00432-L023,P00432,casual,2026-05-22,2026-05-28,6.5
P00432-L024,P00432,earned,2026-06-09,2026-06-11,2.1
P00432-L025,P00432,earned,2026-07-14,2026-07-22,7.9
P00432-L026,P00432,earned,2026-08-12,2026-08-20,7.6
P00433-L001,P00433,casual,2024-09-01,2024-09-08,7.2
P00433-L002,P00433,earned,2024-10-23,2024-11-01,8.6
P00433-L003,P00433,medical,2024-11-13,2024-11-18,4.4
P00433-L004,P00433,compensatory,2024-12-22,2024-12-25,3.3
P00433-L005,P00433,earned,2025-01-30,2025-02-03,4.1
P00433-L006,P00433,earned,2025-02-23,2025-03-16,21.2
P00433-L007,P00433,earned,2025-04-06,2025-04-17,11.3
P00433-L008,P00433,casual,2025-05-06,2025-05-18,11.6
P00433-L009,P00433,earned,2025-06-12,2025-06-17,4.3
P00433-L010,P00433,medical,2025-07-19,2025-07-23,4.0
P00433-L011,P00433,medical,2025-08-18,2025-08-24,6.5
P00433-L012,P00433,earned,2025-10-02,2025-10-11,9.2
P00433-L013,P00433,earned,2025-11-13,2025-11-19,6.1
P00433-L014,P00433,earned,2025-11-27,2025-12-08,11.0
P00433-L015,P00433,casual,2026-01-07,2026-01-13,5.8
P00433-L016,P00433,medical,2026-02-04,2026-02-12,7.2
P00433-L017,P00433,earned,2026-03-12,2026-03-17,4.9
P00433-L018,P00433,earned,2026-04-18,2026-04-28,10.1
P00433-L019,P00433,medical,2026-05-25,2026-06-09,14.3
P00433-L020,P00433,earned,2026-06-30,2026-07-09,8.8
P00433-L021,P00433,casual,2026-08-04,2026-08-15,10.3
P00434-L001,P00434,casual,2024-08-31,2024-09-02,1.5
P00434-L002,P00434,earned,2024-09-27,2024-10-01,4.0
P00434-L003,P00434,medical,2024-10-27,2024-10-30,3.0
P00434-L004,P00434,medical,2024-11-17,2024-11-19,2.1
P00434-L005,P00434,earned,2024-12-10,2024-12-12,2.6
P00434-L006,P00434,earned,2024-12-21,2024-12-29,7.2
P00434-L007,P00434,medical,2025-01-13,2025-01-18,5.1
P00434-L008,P00434,earned,2025-02-12,2025-02-19,6.6
P00434-L009,P00434,earned,2025-03-03,2025-03-07,3.4
P00434-L010,P00434,casual,2025-03-24,2025-03-27,3.0
P00434-L011,P00434,casual,2025-04-15,2025-04-19,4.1
P00434-L012,P00434,earned,2025-05-05,2025-05-09,4.0
P00434-L013,P00434,earned,2025-05-24,2025-05-28,3.8
P00434-L014,P00434,compensatory,2025-06-22,2025-06-24,2.5
P00434-L015,P00434,casual,2025-07-08,2025-07-14,5.8
P00434-L016,P00434,medical,2025-08-10,2025-08-15,4.4
P00434-L017,P00434,casual,2025-08-20,2025-08-26,5.9
P00434-L018,P00434,earned,2025-09-19,2025-09-27,8.5
P00434-L019,P00434,earned,2025-10-05,2025-10-06,1.1
P00434-L020,P00434,medical,2025-11-06,2025-11-14,7.6
P00434-L021,P00434,casual,2025-11-17,2025-11-23,6.5
P00434-L022,P00434,casual,2025-12-10,2025-12-12,2.1
P00434-L023,P00434,earned,2026-01-01,2026-01-06,4.4
P00434-L024,P00434,earned,2026-01-27,2026-01-30,3.5
P00434-L025,P00434,earned,2026-02-14,2026-02-20,5.8
P00434-L026,P00434,earned,2026-03-13,2026-03-17,4.0
P00434-L027,P00434,earned,2026-04-15,2026-04-18,3.8
P00434-L028,P00434,earned,2026-04-28,2026-05-01,3.4
P00434-L029,P00434,earned,2026-05-20,2026-05-27,6.9
P00434-L030,P00434,casual,2026-06-09,2026-06-13,3.6
P00434-L031,P00434,earned,2026-07-04,2026-07-13,9.2
P00434-L032,P00434,earned,2026-07-20,2026-07-29,9.2
P00434-L033,P00434,earned,2026-08-17,2026-08-20,3.3
P00435-L001,P00435,earned,2024-09-07,2024-09-11,3.4
P00435-L002,P00435,earned,2024-11-18,2024-11-28,9.5
P00435-L003,P00435,earned,2025-01-07,2025-01-13,6.3
P00435-L004,P00435,casual,2025-02-03,2025-02-11,7.6
P00435-L005,P00435,earned,2025-03-30,2025-04-04,4.3
P00435-L006,P00435,casual,2025-05-30,2025-06-09,10.1
P00435-L007,P00435,earned,2025-07-11,2025-07-14,3.2
P00435-L008,P00435,earned,2025-08-31,2025-09-03,3.1
P00435-L009,P00435,casual,2025-09-29,2025-10-17,18.0
P00435-L010,P00435,earned,2025-12-01,2025-12-09,8.6
P00435-L011,P00435,earned,2026-01-10,2026-01-17,7.7
P00435-L012,P00435,earned,2026-03-04,2026-03-09,5.5
P00435-L013,P00435,casual,2026-04-18,2026-04-22,4.6
P00435-L014,P00435,casual,2026-06-01,2026-06-10,9.4
P00435-L015,P00435,earned,2026-07-17,2026-07-23,6.1
P00436-L001,P00436,casual,2024-09-01,2024-09-09,8.3
P00436-L002,P00436,casual,2024-11-22,2024-12-01,9.0
P00436-L003,P00436,earned,2025-01-11,2025-01-21,9.5
P00436-L004,P00436,earned,2025-03-17,2025-03-26,9.2
P00436-L005,P00436,earned,2025-05-08,2025-05-17,9.7
P00436-L006,P00436,earned,2025-07-05,2025-07-23,18.2
P00436-L007,P00436,casual,2025-09-02,2025-09-13,10.7
P00436-L008,P00436,casual,2025-11-26,2025-12-03,7.0
P00436-L009,P00436,earned,2026-01-10,2026-01-28,18.8
P00436-L010,P00436,earned,2026-03-10,2026-03-23,12.5
P00436-L011,P00436,earned,2026-06-01,2026-06-17,16.7
P00436-L012,P00436,casual,2026-07-13,2026-07-21,8.5
P00437-L001,P00437,earned,2024-09-21,2024-09-25,4.1
P00437-L002,P00437,earned,2024-10-27,2024-11-02,5.3
P00437-L003,P00437,medical,2024-12-10,2024-12-17,6.7
P00437-L004,P00437,medical,2025-01-17,2025-01-24,6.9
P00437-L005,P00437,casual,2025-03-30,2025-04-06,6.3
P00437-L006,P00437,casual,2025-04-21,2025-05-01,9.3
P00437-L007,P00437,casual,2025-06-11,2025-06-23,12.1
P00437-L008,P00437,earned,2025-07-27,2025-08-05,8.4
P00437-L009,P00437,casual,2025-09-26,2025-10-10,13.5
P00437-L010,P00437,earned,2025-10-22,2025-11-01,10.0
P00437-L011,P00437,earned,2025-12-27,2025-12-30,3.3
P00437-L012,P00437,casual,2026-02-18,2026-02-22,4.5
P00437-L013,P00437,earned,2026-03-09,2026-03-17,8.1
P00437-L014,P00437,earned,2026-04-23,2026-04-30,7.7
P00437-L015,P00437,casual,2026-06-14,2026-06-23,8.4
P00437-L016,P00437,casual,2026-07-28,2026-08-02,5.1
P00438-L001,P00438,casual,2024-10-08,2024-10-12,4.4
P00438-L002,P00438,earned,2024-10-18,2024-11-05,17.7
P00438-L003,P00438,earned,2024-12-20,2025-01-01,12.2
P00438-L004,P00438,earned,2025-01-22,2025-01-28,6.1
P00438-L005,P00438,casual,2025-03-30,2025-04-12,13.1
P00438-L006,P00438,earned,2025-04-22,2025-05-05,12.9
P00438-L007,P00438,earned,2025-06-21,2025-07-09,17.5
P00438-L008,P00438,casual,2025-07-28,2025-08-10,12.6
P00438-L009,P00438,casual,2025-09-11,2025-09-20,9.0
P00438-L010,P00438,casual,2025-11-13,2025-11-25,12.9
P00438-L011,P00438,casual,2026-01-01,2026-01-07,6.5
P00438-L012,P00438,medical,2026-01-22,2026-02-03,11.5
P00438-L013,P00438,casual,2026-03-29,2026-04-02,3.4
P00438-L014,P00438,earned,2026-05-08,2026-05-21,12.9
P00438-L015,P00438,earned,2026-06-12,2026-06-23,10.5
P00438-L016,P00438,earned,2026-07-23,2026-08-04,11.7
P00439-L001,P00439,earned,2024-08-31,2024-09-08,7.2
P00439-L002,P00439,earned,2024-10-27,2024-11-01,5.5
P00439-L003,P00439,earned,2024-12-16,2024-12-22,6.1
P00439-L004,P00439,casual,2025-01-08,2025-01-16,7.4
P00439-L005,P00439,earned,2025-03-02,2025-03-13,11.2
P00439-L006,P00439,casual,2025-04-12,2025-05-02,19.9
P00439-L007,P00439,earned,2025-05-25,2025-06-08,13.6
P00439-L008,P00439,earned,2025-07-22,2025-07-29,6.8
P00439-L009,P00439,casual,2025-08-12,2025-08-17,4.5
P00439-L010,P00439,earned,2025-10-07,2025-10-13,5.4
P00439-L011,P00439,earned,2025-11-05,2025-11-13,8.2
P00439-L012,P00439,earned,2025-12-25,2026-01-19,24.8
P00439-L013,P00439,earned,2026-02-18,2026-02-23,4.7
P00439-L014,P00439,earned,2026-03-22,2026-03-26,4.1
P00439-L015,P00439,casual,2026-04-26,2026-05-05,9.5
P00439-L016,P00439,compensatory,2026-06-28,2026-07-09,11.1
P00439-L017,P00439,earned,2026-07-23,2026-07-26,3.5
P00440-L001,P00440,earned,2024-09-10,2024-09-18,7.9
P00440-L002,P00440,casual,2024-10-25,2024-10-30,5.6
P00440-L003,P00440,casual,2024-12-05,2024-12-13,7.5
P00440-L004,P00440,casual,2025-01-27,2025-02-04,7.8
P00440-L005,P00440,medical,2025-03-12,2025-03-17,5.5
P00440-L006,P00440,medical,2025-05-08,2025-05-12,3.7
P00440-L007,P00440,earned,2025-06-05,2025-06-08,2.9
P00440-L008,P00440,medical,2025-07-25,2025-07-31,6.3
P00440-L009,P00440,earned,2025-08-31,2025-09-08,7.6
P00440-L010,P00440,casual,2025-10-18,2025-10-31,12.9
P00440-L011,P00440,earned,2025-12-26,2025-12-29,3.7
P00440-L012,P00440,casual,2026-01-17,2026-01-26,9.3
P00440-L013,P00440,casual,2026-03-12,2026-03-22,9.6
P00440-L014,P00440,earned,2026-05-02,2026-05-09,7.4
P00440-L015,P00440,earned,2026-06-23,2026-07-06,13.2
P00440-L016,P00440,earned,2026-08-13,2026-08-19,5.7
P00441-L001,P00441,earned,2024-10-02,2024-10-07,4.5
P00441-L002,P00441,casual,2024-10-17,2024-10-23,6.1
P00441-L003,P00441,casual,2024-12-11,2024-12-22,10.3
P00441-L004,P00441,casual,2025-01-30,2025-02-17,17.5
P00441-L005,P00441,earned,2025-03-08,2025-03-18,10.1
P00441-L006,P00441,earned,2025-04-19,2025-04-24,4.8
P00441-L007,P00441,earned,2025-06-05,2025-06-21,15.6
P00441-L008,P00441,earned,2025-07-19,2025-07-29,10.5
P00441-L009,P00441,casual,2025-09-02,2025-09-15,13.0
P00441-L010,P00441,medical,2025-10-29,2025-11-15,16.7
P00441-L011,P00441,earned,2025-12-21,2025-12-28,6.7
P00441-L012,P00441,medical,2026-01-23,2026-02-06,14.4
P00441-L013,P00441,earned,2026-03-11,2026-03-17,6.3
P00441-L014,P00441,earned,2026-04-17,2026-04-27,10.2
P00441-L015,P00441,earned,2026-06-24,2026-07-03,8.6
P00441-L016,P00441,earned,2026-07-28,2026-08-10,12.8
P00442-L001,P00442,earned,2024-09-14,2024-09-21,7.1
P00442-L002,P00442,earned,2024-10-09,2024-10-20,10.9
P00442-L003,P00442,casual,2024-11-06,2024-11-18,11.1
P00442-L004,P00442,earned,2024-12-09,2024-12-22,12.3
P00442-L005,P00442,medical,2025-01-18,2025-01-25,6.5
P00442-L006,P00442,earned,2025-02-14,2025-02-25,10.2
P00442-L007,P00442,earned,2025-03-06,2025-03-11,4.7
P00442-L008,P00442,earned,2025-04-14,2025-04-22,8.2
P00442-L009,P00442,earned,2025-05-03,2025-05-12,8.7
P00442-L010,P00442,casual,2025-06-08,2025-06-19,11.1
P00442-L011,P00442,compensatory,2025-07-22,2025-07-29,6.6
P00442-L012,P00442,casual,2025-08-09,2025-08-14,4.7
P00442-L013,P00442,casual,2025-09-06,2025-09-13,6.8
P00442-L014,P00442,casual,2025-10-14,2025-10-25,10.9
P00442-L015,P00442,earned,2025-11-06,2025-11-10,4.3
P00442-L016,P00442,casual,2025-12-04,2025-12-06,1.9
P00442-L017,P00442,earned,2026-01-20,2026-01-23,3.2
P00442-L018,P00442,earned,2026-02-01,2026-02-07,6.0
P00442-L019,P00442,casual,2026-03-13,2026-03-21,7.7
P00442-L020,P00442,casual,2026-04-06,2026-04-12,5.9
P00442-L021,P00442,casual,2026-05-04,2026-05-09,4.4
P00442-L022,P00442,earned,2026-06-18,2026-07-01,13.0
P00442-L023,P00442,earned,2026-07-06,2026-07-12,5.6
P00442-L024,P00442,earned,2026-08-08,2026-08-22,13.6
P00443-L001,P00443,earned,2024-09-09,2024-09-18,9.4
P00443-L002,P00443,earned,2024-10-01,2024-10-09,7.8
P00443-L003,P00443,earned,2024-11-13,2024-11-18,5.0
P00443-L004,P00443,casual,2024-12-09,2024-12-16,6.6
P00443-L005,P00443,earned,2025-01-06,2025-01-16,10.0
P00443-L006,P00443,casual,2025-02-05,2025-02-12,7.6
P00443-L007,P00443,earned,2025-03-07,2025-03-12,5.7
P00443-L008,P00443,earned,2025-04-04,2025-04-08,3.4
P00443-L009,P00443,casual,2025-05-15,2025-05-23,7.1
P00443-L010,P00443,casual,2025-06-08,2025-06-19,11.7
P00443-L011,P00443,casual,2025-07-04,2025-07-16,11.7
P00443-L012,P00443,earned,2025-08-08,2025-08-13,4.4
P00443-L013,P00443,casual,2025-09-10,2025-09-19,8.8
P00443-L014,P00443,casual,2025-10-12,2025-10-18,5.3
P00443-L015,P00443,earned,2025-11-05,2025-11-10,4.4
P00443-L016,P00443,earned,2025-12-11,2025-12-28,17.2
P00443-L017,P00443,casual,2026-01-20,2026-01-27,6.6
P00443-L018,P00443,casual,2026-02-01,2026-02-07,6.4
P00443-L019,P00443,compensatory,2026-03-22,2026-03-29,6.3
P00443-L020,P00443,earned,2026-04-09,2026-04-16,7.0
P00443-L021,P00443,earned,2026-05-16,2026-05-25,9.7
P00443-L022,P00443,medical,2026-06-07,2026-06-10,3.3
P00443-L023,P00443,compensatory,2026-07-12,2026-07-18,5.5
P00443-L024,P00443,medical,2026-08-13,2026-08-25,11.6
P00444-L001,P00444,medical,2024-09-01,2024-09-17,15.5
P00444-L002,P00444,medical,2024-10-20,2024-10-28,8.2
P00444-L003,P00444,medical,2024-12-11,2024-12-15,3.2
P00444-L004,P00444,compensatory,2025-01-29,2025-02-05,7.7
P00444-L005,P00444,casual,2025-03-14,2025-04-01,17.7
P00444-L006,P00444,earned,2025-05-17,2025-05-25,8.6
P00444-L007,P00444,earned,2025-07-18,2025-07-28,9.9
P00444-L008,P00444,earned,2025-08-13,2025-08-24,11.6
P00444-L009,P00444,earned,2025-10-01,2025-10-09,7.8
P00444-L010,P00444,earned,2025-11-15,2025-11-26,10.8
P00444-L011,P00444,earned,2026-01-03,2026-01-20,16.3
P00444-L012,P00444,earned,2026-02-25,2026-03-17,19.6
P00444-L013,P00444,casual,2026-04-11,2026-04-18,6.3
P00444-L014,P00444,earned,2026-06-02,2026-06-06,3.9
P00444-L015,P00444,medical,2026-07-27,2026-08-12,16.1
P00445-L001,P00445,casual,2024-09-07,2024-09-10,2.9
P00445-L002,P00445,casual,2024-10-05,2024-10-11,6.0
P00445-L003,P00445,casual,2024-10-28,2024-11-02,5.5
P00445-L004,P00445,earned,2024-11-22,2024-12-02,9.2
P00445-L005,P00445,casual,2024-12-13,2024-12-19,5.9
P00445-L006,P00445,earned,2025-01-08,2025-01-15,6.4
P00445-L007,P00445,earned,2025-02-03,2025-02-07,4.4
P00445-L008,P00445,earned,2025-03-07,2025-03-09,2.5
P00445-L009,P00445,earned,2025-03-29,2025-04-02,4.4
P00445-L010,P00445,earned,2025-04-16,2025-04-23,6.3
P00445-L011,P00445,casual,2025-05-16,2025-05-19,2.7
P00445-L012,P00445,casual,2025-06-14,2025-06-21,6.8
P00445-L013,P00445,earned,2025-07-12,2025-07-17,4.8
P00445-L014,P00445,earned,2025-08-07,2025-08-08,1.0
P00445-L015,P00445,earned,2025-08-26,2025-08-30,3.7
P00445-L016,P00445,earned,2025-09-13,2025-09-23,10.1
P00445-L017,P00445,earned,2025-10-09,2025-10-15,5.7
P00445-L018,P00445,casual,2025-11-09,2025-11-15,6.0
P00445-L019,P00445,earned,2025-11-30,2025-12-05,5.3
P00445-L020,P00445,medical,2025-12-30,2025-12-31,1.2
P00445-L021,P00445,earned,2026-01-25,2026-01-27,2.0
P00445-L022,P00445,medical,2026-02-13,2026-02-16,2.5
P00445-L023,P00445,earned,2026-03-17,2026-03-19,1.9
P00445-L024,P00445,casual,2026-04-08,2026-04-13,4.3
P00445-L025,P00445,earned,2026-05-04,2026-05-08,3.5
P00445-L026,P00445,earned,2026-06-02,2026-06-09,6.4
P00445-L027,P00445,casual,2026-07-04,2026-07-08,3.6
P00445-L028,P00445,earned,2026-07-17,2026-07-25,7.5
P00445-L029,P00445,casual,2026-08-12,2026-08-16,4.3
P00446-L001,P00446,medical,2024-09-04,2024-09-11,7.1
P00446-L002,P00446,earned,2024-10-18,2024-10-30,11.5
P00446-L003,P00446,earned,2024-11-29,2024-12-08,9.0
P00446-L004,P00446,earned,2025-01-20,2025-01-28,7.6
P00446-L005,P00446,casual,2025-02-12,2025-02-20,7.5
P00446-L006,P00446,earned,2025-04-08,2025-04-22,14.5
P00446-L007,P00446,earned,2025-05-09,2025-05-11,2.6
P00446-L008,P00446,casual,2025-06-20,2025-06-29,9.3
P00446-L009,P00446,casual,2025-08-03,2025-08-14,10.9
P00446-L010,P00446,earned,2025-09-08,2025-09-17,8.5
P00446-L011,P00446,medical,2025-10-26,2025-11-10,15.4
P00446-L012,P00446,medical,2025-12-05,2025-12-16,11.4
P00446-L013,P00446,earned,2026-01-16,2026-01-31,15.4
P00446-L014,P00446,casual,2026-02-14,2026-02-24,10.2
P00446-L015,P00446,casual,2026-04-12,2026-04-14,1.5
P00446-L016,P00446,casual,2026-05-27,2026-06-04,8.4
P00446-L017,P00446,casual,2026-06-28,2026-07-10,11.8
P00446-L018,P00446,medical,2026-07-28,2026-08-07,9.9
P00447-L001,P00447,earned,2024-10-04,2024-10-10,5.9
P00447-L002,P00447,compensatory,2024-12-15,2024-12-25,10.5
P00447-L003,P00447,casual,2025-01-26,2025-02-14,19.4
P00447-L004,P00447,earned,2025-05-10,2025-05-22,12.1
P00447-L005,P00447,casual,2025-07-17,2025-07-24,7.5
P00447-L006,P00447,casual,2025-10-11,2025-10-22,11.4
P00447-L007,P00447,earned,2026-01-19,2026-01-24,5.0
P00447-L008,P00447,casual,2026-02-06,2026-02-16,10.2
P00447-L009,P00447,earned,2026-06-08,2026-06-13,5.2
P00447-L010,P00447,compensatory,2026-06-24,2026-07-02,7.3
P00448-L001,P00448,earned,2024-10-14,2024-10-18,3.8
P00448-L002,P00448,earned,2024-10-27,2024-11-05,8.4
P00448-L003,P00448,earned,2024-12-23,2025-01-01,8.3
P00448-L004,P00448,earned,2025-02-08,2025-02-24,16.4
P00448-L005,P00448,earned,2025-03-30,2025-04-06,7.1
P00448-L006,P00448,earned,2025-06-30,2025-07-09,9.5
P00448-L007,P00448,casual,2025-07-13,2025-07-15,1.6
P00448-L008,P00448,earned,2025-09-12,2025-09-21,8.7
P00448-L009,P00448,earned,2025-10-24,2025-11-03,10.2
P00448-L010,P00448,earned,2025-12-14,2026-01-01,17.4
P00448-L011,P00448,casual,2026-02-11,2026-02-21,10.8
P00448-L012,P00448,earned,2026-04-14,2026-04-20,6.0
P00448-L013,P00448,earned,2026-05-20,2026-05-26,6.8
P00448-L014,P00448,casual,2026-08-09,2026-08-15,6.1
P00449-L001,P00449,compensatory,2024-09-03,2024-09-13,10.1
P00449-L002,P00449,earned,2024-10-08,2024-10-13,4.7
P00449-L003,P00449,earned,2024-11-02,2024-11-11,9.8
P00449-L004,P00449,medical,2024-12-01,2024-12-10,9.5
P00449-L005,P00449,earned,2025-01-14,2025-01-17,3.0
P00449-L006,P00449,earned,2025-02-01,2025-02-10,9.6
P00449-L007,P00449,casual,2025-03-03,2025-03-09,6.0
P00449-L008,P00449,earned,2025-04-02,2025-04-11,8.3
P00449-L009,P00449,casual,2025-05-21,2025-05-30,9.0
P00449-L010,P00449,casual,2025-06-18,2025-06-27,8.7
P00449-L011,P00449,casual,2025-07-12,2025-07-18,5.3
P00449-L012,P00449,casual,2025-08-13,2025-08-20,6.8
P00449-L013,P00449,casual,2025-09-10,2025-09-14,4.0
P00449-L014,P00449,casual,2025-10-06,2025-10-16,9.7
P00449-L015,P00449,casual,2025-11-11,2025-11-18,7.7
P00449-L016,P00449,casual,2025-12-03,2025-12-11,7.9
P00449-L017,P00449,casual,2026-01-06,2026-01-14,7.7
P00449-L018,P00449,earned,2026-02-11,2026-02-18,6.3
P00449-L019,P00449,earned,2026-03-14,2026-03-17,2.8
P00449-L020,P00449,earned,2026-04-09,2026-04-20,10.7
P00449-L021,P00449,earned,2026-05-07,2026-05-19,11.8
P00449-L022,P00449,medical,2026-06-03,2026-06-07,4.8
P00449-L023,P00449,earned,2026-07-11,2026-07-17,6.2
P00449-L024,P00449,casual,2026-08-02,2026-08-05,3.1
P00450-L001,P00450,casual,2024-08-31,2024-09-09,8.4
P00450-L002,P00450,casual,2024-11-25,2024-12-08,13.0
P00450-L003,P00450,earned,2025-01-01,2025-01-10,9.3
P00450-L004,P00450,earned,2025-03-20,2025-04-11,22.9
P00450-L005,P00450,medical,2025-05-27,2025-06-01,4.7
P00450-L006,P00450,casual,2025-07-02,2025-07-10,8.6
P00450-L007,P00450,earned,2025-10-02,2025-10-06,4.5
P00450-L008,P00450,earned,2025-11-09,2025-11-25,16.1
P00450-L009,P00450,earned,2026-01-17,2026-01-26,9.0
P00450-L010,P00450,casual,2026-03-24,2026-04-02,9.7
P00450-L011,P00450,compensatory,2026-05-02,2026-05-09,6.2
P00450-L012,P00450,earned,2026-07-07,2026-07-14,7.8
P00451-L001,P00451,casual,2024-09-06,2024-09-11,5.0
P00451-L002,P00451,earned,2024-11-17,2024-11-20,3.1
P00451-L003,P00451,earned,2024-12-09,2024-12-23,14.3
P00451-L004,P00451,earned,2025-01-24,2025-01-29,5.4
P00451-L005,P00451,casual,2025-02-23,2025-02-25,1.8
P00451-L006,P00451,compensatory,2025-04-20,2025-04-25,5.1
P00451-L007,P00451,earned,2025-06-09,2025-06-22,13.5
P00451-L008,P00451,casual,2025-07-14,2025-07-20,5.6
P00451-L009,P00451,earned,2025-08-19,2025-08-25,6.3
P00451-L010,P00451,casual,2025-10-06,2025-10-10,3.9
P00451-L011,P00451,casual,2025-11-11,2025-11-25,14.0
P00451-L012,P00451,earned,2025-12-20,2026-01-03,14.5
P00451-L013,P00451,earned,2026-02-10,2026-02-19,9.4
P00451-L014,P00451,earned,2026-03-22,2026-03-29,6.9
P00451-L015,P00451,compensatory,2026-05-09,2026-05-17,8.0
P00451-L016,P00451,casual,2026-06-10,2026-06-23,12.9
P00451-L017,P00451,compensatory,2026-07-21,2026-08-03,12.4
P00452-L001,P00452,earned,2024-09-09,2024-09-18,9.5
P00452-L002,P00452,earned,2024-10-12,2024-10-27,15.3
P00452-L003,P00452,compensatory,2024-11-26,2024-12-14,18.6
P00452-L004,P00452,earned,2025-01-11,2025-01-19,7.9
P00452-L005,P00452,earned,2025-02-25,2025-03-14,16.8
P00452-L006,P00452,compensatory,2025-04-04,2025-04-14,11.0
P00452-L007,P00452,earned,2025-05-21,2025-05-28,7.4
P00452-L008,P00452,compensatory,2025-06-13,2025-06-18,4.8
P00452-L009,P00452,casual,2025-08-12,2025-08-23,10.4
