training_id,personnel_id,course_name,start_date,end_date,training_hours
P00463-TR04,P00463,Physical Efficiency Test Preparation,2026-08-05,2026-08-11,52.8
P00463-TR05,P00463,Weapons Refresher,2025-03-14,2025-03-16,14.7
P00463-TR06,P00463,Physical Efficiency Test Preparation,2025-05-18,2025-05-19,12.5
P00463-TR07,P00463,Physical Efficiency Test Preparation,2026-05-18,2026-05-21,19.0
P00463-TR08,P00463,Jungle Warfare Refresher,2025-08-25,2025-08-27,20.2
P00463-TR09,P00463,Physical Efficiency Test Preparation,2026-08-15,2026-08-17,14.6
P00464-TR01,P00464,First Response and Trauma Care,2024-09-09,2024-09-10,7.8
P00464-TR02,P00464,Crowd Management,2026-02-28,2026-03-02,17.8
P00464-TR03,P00464,Crowd Management,2024-10-16,2024-10-17,7.8
P00464-TR04,P00464,Stress Management Workshop,2026-04-15,2026-04-18,24.6
P00464-TR05,P00464,Counter-IED Awareness,2025-01-06,2025-01-09,18.5
P00464-TR06,P00464,Jungle Warfare Refresher,2025-08-30,2025-08-31,5.6
P00464-TR07,P00464,Weapons Refresher,2025-05-18,2025-05-22,28.9
P00464-TR08,P00464,First Response and Trauma Care,2026-05-05,2026-05-08,19.4
P00464-TR09,P00464,Stress Management Workshop,2026-07-07,2026-07-08,8.3
P00465-TR01,P00465,Counter-IED Awareness,2025-12-04,2025-12-07,24.5
P00465-TR02,P00465,First Response and Trauma Care,2026-07-08,2026-07-09,5.6
P00465-TR03,P00465,Weapons Refresher,2024-09-02,2024-09-03,11.3
P00465-TR04,P00465,Weapons Refresher,2025-07-22,2025-07-25,21.6
P00465-TR05,P00465,Weapons Refresher,2026-04-30,2026-05-03,20.6
P00465-TR06,P00465,Communications and Signals,2026-02-05,2026-02-09,32.3
P00465-TR07,P00465,Crowd Management,2025-08-20,2025-08-25,43.6
P00465-TR08,P00465,Crowd Management,2026-06-12,2026-06-15,20.4
P00465-TR09,P00465,Communications and Signals,2026-01-02,2026-01-03,13.1
P00466-TR01,P00466,Jungle Warfare Refresher,2026-07-31,2026-08-04,34.3
P00466-TR02,P00466,Stress Management Workshop,2026-03-11,2026-03-13,14.3
P00466-TR03,P00466,Communications and Signals,2025-09-22,2025-09-29,60.0
P00466-TR04,P00466,Stress Management Workshop,2025-01-29,2025-02-01,22.7
P00466-TR05,P00466,Counter-IED Awareness,2026-07-23,2026-07-24,9.9
P00466-TR06,P00466,Counter-IED Awareness,2026-08-03,2026-08-07,30.4
P00466-TR07,P00466,Counter-IED Awareness,2026-04-27,2026-04-30,25.8
P00466-TR08,P00466,Crowd Management,2025-09-30,2025-10-02,19.3
P00466-TR09,P00466,Stress Management Workshop,2024-10-24,2024-10-28,27.4
P00466-TR10,P00466,Jungle Warfare Refresher,2026-01-21,2026-01-22,5.1
P00467-TR01,P00467,Crowd Management,2025-07-31,2025-08-01,6.3
P00467-TR02,P00467,Physical Efficiency Test Preparation,2026-07-23,2026-07-26,19.3
P00467-TR03,P00467,Crowd Management,2026-07-25,2026-07-28,25.0
P00467-TR04,P00467,Communications and Signals,2026-04-25,2026-04-27,17.3
P00467-TR05,P00467,Jungle Warfare Refresher,2025-02-27,2025-03-03,36.7
P00467-TR06,P00467,First Response and Trauma Care,2026-04-07,2026-04-10,25.4
P00467-TR07,P00467,Stress Management Workshop,2026-07-08,2026-07-10,20.6
P00467-TR08,P00467,Counter-IED Awareness,2025-03-13,2025-03-20,52.2
P00467-TR09,P00467,Jungle Warfare Refresher,2025-10-22,2025-10-23,12.3
P00467-TR10,P00467,Counter-IED Awareness,2026-03-15,2026-03-17,13.9
P00467-TR11,P00467,Stress Management Workshop,2025-02-24,2025-02-28,30.6
P00467-TR12,P00467,Weapons Refresher,2026-08-20,2026-08-22,11.7
P00467-TR13,P00467,Stress Management Workshop,2025-04-17,2025-04-19,18.4
P00467-TR14,P00467,Stress Management Workshop,2025-09-04,2025-09-05,4.9
P00468-TR01,P00468,Communications and Signals,2025-01-03,2025-01-05,15.8
P00468-TR02,P00468,First Response and Trauma Care,2025-08-17,2025-08-19,15.2
P00468-TR03,P00468,Weapons Refresher,2025-02-28,2025-03-01,8.8
P00468-TR04,P00468,Communications and Signals,2024-10-30,2024-10-31,13.8
P00468-TR05,P00468,Counter-IED Awareness,2026-07-16,2026-07-17,6.7
P00468-TR06,P00468,First Response and Trauma Care,2026-04-09,2026-04-11,17.9
P00468-TR07,P00468,Communications and Signals,2025-12-10,2025-12-13,25.0
P00468-TR08,P00468,First Response and Trauma Care,2025-07-20,2025-07-22,17.7
P00468-TR09,P00468,Communications and Signals,2025-07-23,2025-07-26,19.4
P00468-TR10,P00468,Counter-IED Awareness,2025-10-11,2025-10-12,15.1
P00468-TR11,P00468,Physical Efficiency Test Preparation,2025-11-15,2025-11-17,15.0
P00468-TR12,P00468,Physical Efficiency Test Preparation,2024-12-15,2024-12-20,39.8
P00468-TR13,P00468,Counter-IED Awareness,2026-02-26,2026-03-02,31.5
P00468-TR14,P00468,Weapons Refresher,2025-03-05,2025-03-07,16.4
P00468-TR15,P00468,Counter-IED Awareness,2026-08-14,2026-08-18,30.1
P00469-TR01,P00469,Crowd Management,2024-10-06,2024-10-07,8.2
P00469-TR02,P00469,Weapons Refresher,2026-02-16,2026-02-19,27.6
P00469-TR03,P00469,Communications and Signals,2025-07-17,2025-07-22,34.8
P00469-TR04,P00469,Weapons Refresher,2026-01-28,2026-01-29,4.0
P00469-TR05,P00469,Counter-IED Awareness,2025-07-13,2025-07-16,27.4
P00469-TR06,P00469,Crowd Management,2026-07-04,2026-07-05,7.2
P00469-TR07,P00469,First Response and Trauma Care,2026-03-19,2026-03-21,11.7
P00469-TR08,P00469,Counter-IED Awareness,2026-07-20,2026-07-23,24.7
P00469-TR09,P00469,Communications and Signals,2025-01-10,2025-01-15,36.9
P00469-TR10,P00469,First Response and Trauma Care,2026-08-09,2026-08-12,21.7
P00469-TR11,P00469,Communications and Signals,2026-05-02,2026-05-05,27.0
P00469-TR12,P00469,Jungle Warfare Refresher,2025-08-14,2025-08-15,4.6
P00469-TR13,P00469,Weapons Refresher,2026-04-15,2026-04-17,10.1
P00469-TR14,P00469,First Response and Trauma Care,2025-02-09,2025-02-10,13.1
P00469-TR15,P00469,Stress Management Workshop,2026-05-27,2026-05-29,14.6
P00469-TR16,P00469,Communications and Signals,2025-02-27,2025-03-01,14.4
P00469-TR17,P00469,Physical Efficiency Test Preparation,2025-09-20,2025-09-22,14.5
P00469-TR18,P00469,Physical Efficiency Test Preparation,2026-02-23,2026-02-26,21.0
P00470-TR01,P00470,Stress Management Workshop,2026-08-04,2026-08-06,16.8
P00470-TR02,P00470,Jungle Warfare Refresher,2026-07-21,2026-07-25,31.1
P00470-TR03,P00470,Crowd Management,2025-12-16,2025-12-20,31.0
P00470-TR04,P00470,Stress Management Workshop,2026-04-06,2026-04-07,6.5
P00470-TR05,P00470,Stress Management Workshop,2026-05-12,2026-05-13,11.3
P00471-TR01,P00471,Weapons Refresher,2024-11-01,2024-11-03,16.7
P00471-TR02,P00471,Communications and Signals,2025-03-07,2025-03-10,20.1
P00471-TR03,P00471,First Response and Trauma Care,2025-05-06,2025-05-11,45.7
P00471-TR04,P00471,First Response and Trauma Care,2025-04-16,2025-04-19,23.7
P00471-TR05,P00471,Counter-IED Awareness,2026-02-10,2026-02-14,30.6
P00471-TR06,P00471,Counter-IED Awareness,2025-09-07,2025-09-09,16.4
P00471-TR07,P00471,Physical Efficiency Test Preparation,2024-11-20,2024-11-21,4.6
P00471-TR08,P00471,Crowd Management,2025-04-11,2025-04-13,20.0
P00471-TR09,P00471,First Response and Trauma Care,2026-07-21,2026-07-23,15.7
P00472-TR01,P00472,Stress Management Workshop,2025-05-15,2025-05-16,14.7
P00472-TR02,P00472,Jungle Warfare Refresher,2025-07-23,2025-07-25,19.6
P00472-TR03,P00472,Communications and Signals,2026-07-16,2026-07-19,19.5
P00472-TR04,P00472,Communications and Signals,2025-10-06,2025-10-07,7.4
P00472-TR05,P00472,Jungle Warfare Refresher,2026-01-11,2026-01-17,49.2
P00472-TR06,P00472,Counter-IED Awareness,2025-12-23,2025-12-29,43.6
P00472-TR07,P00472,Weapons Refresher,2026-07-04,2026-07-05,4.0
P00472-TR08,P00472,Counter-IED Awareness,2025-10-06,2025-10-11,42.0
P00472-TR09,P00472,Crowd Management,2025-04-22,2025-04-27,36.9
P00472-TR10,P00472,Stress Management Workshop,2026-02-15,2026-02-17,14.2
P00472-TR11,P00472,Counter-IED Awareness,2026-04-21,2026-04-26,45.6
P00473-TR01,P00473,First Response and Trauma Care,2025-12-09,2025-12-11,19.5
P00473-TR02,P00473,Stress Management Workshop,2026-07-16,2026-07-20,37.0
P00473-TR03,P00473,First Response and Trauma Care,2025-02-09,2025-02-10,12.1
P00473-TR04,P00473,Stress Management Workshop,2025-07-03,2025-07-06,25.1
P00473-TR05,P00473,Crowd Management,2024-10-25,2024-10-27,18.3
P00473-TR06,P00473,Jungle Warfare Refresher,2026-08-28,2026-09-01,27.0
P00473-TR07,P00473,Counter-IED Awareness,2026-04-19,2026-04-20,7.9
P00473-TR08,P00473,Physical Efficiency Test Preparation,2025-02-21,2025-02-25,28.2
P00473-TR09,P00473,Jungle Warfare Refresher,2026-04-17,2026-04-21,35.9
P00473-TR10,P00473,Weapons Refresher,2025-03-26,2025-03-29,21.4
P00473-TR11,P00473,First Response and Trauma Care,2025-11-10,2025-11-12,15.1
P00473-TR12,P00473,Crowd Management,2025-01-06,2025-01-09,22.6
P00473-TR13,P00473,Stress Management Workshop,2025-07-28,2025-07-30,12.4
P00473-TR14,P00473,Stress Management Workshop,2026-08-15,2026-08-17,13.7
P00473-TR15,P00473,Physical Efficiency Test Preparation,2025-08-15,2025-08-17,14.9
P00474-TR01,P00474,Jungle Warfare Refresher,2025-12-09,2025-12-16,59.8
P00474-TR02,P00474,Physical Efficiency Test Preparation,2026-03-28,2026-03-30,12.8
P00474-TR03,P00474,Communications and Signals,2026-04-24,2026-04-26,19.3
P00474-TR04,P00474,Communications and Signals,2026-01-04,2026-01-06,17.1
P00474-TR05,P00474,Weapons Refresher,2025-02-20,2025-02-23,24.6
P00474-TR06,P00474,Crowd Management,2024-10-09,2024-10-10,6.6
P00474-TR07,P00474,Crowd Management,2026-08-06,2026-08-07,6.4
P00474-TR08,P00474,Jungle Warfare Refresher,2026-03-14,2026-03-18,35.8
P00474-TR09,P00474,Physical Efficiency Test Preparation,2026-05-04,2026-05-07,28.8
P00474-TR10,P00474,Communications and Signals,2025-06-15,2025-06-18,22.2
P00475-TR01,P00475,Stress Management Workshop,2025-02-07,2025-02-08,13.5
P00475-TR02,P00475,Crowd Management,2025-10-16,2025-10-23,56.2
P00475-TR03,P00475,Jungle Warfare Refresher,2024-10-09,2024-10-13,26.0
P00475-TR04,P00475,Jungle Warfare Refresher,2026-06-20,2026-06-21,11.4
P00475-TR05,P00475,Physical Efficiency Test Preparation,2024-09-15,2024-09-17,19.0
P00475-TR06,P00475,First Response and Trauma Care,2025-06-06,2025-06-07,9.7
P00475-TR07,P00475,First Response and Trauma Care,2026-05-06,2026-05-09,25.7
P00475-TR08,P00475,Communications and Signals,2025-05-12,2025-05-14,13.2
P00475-TR09,P00475,Physical Efficiency Test Preparation,2025-07-31,2025-08-02,17.3
P00475-TR10,P00475,Counter-IED Awareness,2026-05-15,2026-05-17,22.8
P00475-TR11,P00475,Jungle Warfare Refresher,2025-09-11,2025-09-13,17.1
P00475-TR12,P00475,Communications and Signals,2025-12-30,2026-01-02,21.3
P00475-TR13,P00475,Crowd Management,2024-12-02,2024-12-03,12.2
P00476-TR01,P00476,First Response and Trauma Care,2026-04-08,2026-04-11,23.8
P00476-TR02,P00476,Communications and Signals,2026-02-09,2026-02-11,20.0
P00476-TR03,P00476,Crowd Management,2026-08-18,2026-08-21,25.8
P00476-TR04,P00476,Stress Management Workshop,2024-12-17,2024-12-18,4.0
P00476-TR05,P00476,Crowd Management,2025-06-23,2025-06-27,32.8
P00476-TR06,P00476,Stress Management Workshop,2025-11-18,2025-11-22,33.7
P00476-TR07,P00476,Weapons Refresher,2025-11-23,2025-11-25,16.5
P00476-TR08,P00476,Physical Efficiency Test Preparation,2024-12-21,2024-12-26,35.4
P00476-TR09,P00476,Crowd Management,2025-10-17,2025-10-20,21.7
P00476-TR10,P00476,Physical Efficiency Test Preparation,2026-07-29,2026-08-01,23.7
P00476-TR11,P00476,Physical Efficiency Test Preparation,2025-09-10,2025-09-11,9.9
P00476-TR12,P00476,Communications and Signals,2025-06-26,2025-07-02,47.3
P00476-TR13,P00476,Stress Management Workshop,2025-01-04,2025-01-06,9.8
P00476-TR14,P00476,Counter-IED Awareness,2025-04-23,2025-04-30,60.0
P00476-TR15,P00476,Crowd Management,2024-12-19,2024-12-21,17.3
P00477-TR01,P00477,Counter-IED Awareness,2026-06-22,2026-06-26,34.1
P00477-TR02,P00477,Stress Management Workshop,2025-05-01,2025-05-07,43.7
P00477-TR03,P00477,Communications and Signals,2025-02-05,2025-02-06,5.6
P00477-TR04,P00477,Stress Management Workshop,2026-01-31,2026-02-02,19.1
P00477-TR05,P00477,Weapons Refresher,2025-03-22,2025-03-24,17.5
P00477-TR06,P00477,Counter-IED Awareness,2025-07-10,2025-07-13,25.9
P00477-TR07,P00477,Stress Management Workshop,2026-08-22,2026-08-29,56.5
P00477-TR08,P00477,Weapons Refresher,2024-12-12,2024-12-13,5.5
P00477-TR09,P00477,Counter-IED Awareness,2025-03-07,2025-03-09,14.2
P00477-TR10,P00477,Stress Management Workshop,2025-08-20,2025-08-23,19.8
P00477-TR11,P00477,Jungle Warfare Refresher,2025-09-09,2025-09-10,10.5
P00477-TR12,P00477,First Response and Trauma Care,2025-07-07,2025-07-12,38.6
P00477-TR13,P00477,Stress Management Workshop,2026-06-05,2026-06-06,12.1
P00478-TR01,P00478,Crowd Management,2025-05-15,2025-05-18,23.3
P00478-TR02,P00478,First Response and Trauma Care,2025-05-04,2025-05-05,11.2
P00478-TR03,P00478,Communications and Signals,2025-09-25,2025-09-28,25.7
P00478-TR04,P00478,Weapons Refresher,2025-08-07,2025-08-11,25.9
P00478-TR05,P00478,Crowd Management,2026-05-04,2026-05-06,21.5
P00478-TR06,P00478,Counter-IED Awareness,2024-12-21,2024-12-22,13.3
P00478-TR07,P00478,Counter-IED Awareness,2025-10-25,2025-10-28,23.3
P00478-TR08,P00478,Counter-IED Awareness,2025-08-30,2025-09-05,47.2
P00478-TR09,P00478,Stress Management Workshop,2025-02-19,2025-02-20,8.8
P00479-TR01,P00479,Jungle Warfare Refresher,2025-06-22,2025-06-25,25.2
P00479-TR02,P00479,Counter-IED Awareness,2026-01-31,2026-02-03,22.8
P00479-TR03,P00479,Jungle Warfare Refresher,2025-07-09,2025-07-13,32.3
P00479-TR04,P00479,Physical Efficiency Test Preparation,2026-04-28,2026-05-02,32.6
P00479-TR05,P00479,Communications and Signals,2025-06-16,2025-06-18,14.8
P00479-TR06,P00479,First Response and Trauma Care,2025-11-01,2025-11-03,12.4
P00479-TR07,P00479,Communications and Signals,2026-06-23,2026-06-27,26.2
P00479-TR08,P00479,Crowd Management,2026-02-24,2026-02-27,25.5
P00479-TR09,P00479,Counter-IED Awareness,2025-05-16,2025-05-20,28.5
P00480-TR01,P00480,Weapons Refresher,2025-05-21,2025-05-22,11.2
P00480-TR02,P00480,Crowd Management,2026-07-18,2026-07-21,24.9
P00480-TR03,P00480,First Response and Trauma Care,2025-12-14,2025-12-19,34.0
P00480-TR04,P00480,Weapons Refresher,2026-06-13,2026-06-17,30.1
P00480-TR05,P00480,Crowd Management,2024-11-02,2024-11-08,40.7
P00480-TR06,P00480,Counter-IED Awareness,2026-05-14,2026-05-16,19.1
P00480-TR07,P00480,Jungle Warfare Refresher,2025-06-13,2025-06-17,32.6
P00480-TR08,P00480,Jungle Warfare Refresher,2025-02-01,2025-02-03,21.6
P00480-TR09,P00480,Counter-IED Awareness,2025-07-27,2025-07-29,13.2
P00480-TR10,P00480,Crowd Management,2025-08-13,2025-08-14,11.6
P00481-TR01,P00481,First Response and Trauma Care,2025-02-26,2025-02-28,15.2
P00481-TR02,P00481,Jungle Warfare Refresher,2024-10-31,2024-11-02,17.2
P00481-TR03,P00481,Physical Efficiency Test Preparation,2026-02-11,2026-02-13,20.6
P00481-TR04,P00481,Physical Efficiency Test Preparation,2025-08-15,2025-08-18,26.4
P00481-TR05,P00481,Stress Management Workshop,2026-07-08,2026-07-10,18.1
P00481-TR06,P00481,Crowd Management,2026-03-01,2026-03-04,24.6
P00481-TR07,P00481,Crowd Management,2025-11-17,2025-11-22,35.4
P00481-TR08,P00481,Jungle Warfare Refresher,2026-03-01,2026-03-04,22.8
P00481-TR09,P00481,Stress Management Workshop,2025-09-14,2025-09-16,11.7
P00482-TR01,P00482,Counter-IED Awareness,2025-06-13,2025-06-17,35.9
P00482-TR02,P00482,Communications and Signals,2026-03-27,2026-04-01,38.3
P00482-TR03,P00482,Communications and Signals,2025-05-15,2025-05-17,18.3
P00482-TR04,P00482,Counter-IED Awareness,2026-04-18,2026-04-20,11.7
P00482-TR05,P00482,Stress Management Workshop,2025-11-25,2025-11-26,6.3
P00482-TR06,P00482,Stress Management Workshop,2026-04-04,2026-04-06,13.4
P00482-TR07,P00482,Counter-IED Awareness,2025-09-01,2025-09-03,13.1
P00482-TR08,P00482,Stress Management Workshop,2025-12-10,2025-12-14,31.5
P00482-TR09,P00482,Crowd Management,2025-04-04,2025-04-08,29.3
P00482-TR10,P00482,Crowd Management,2025-09-02,2025-09-04,18.5
P00482-TR11,P00482,Weapons Refresher,2025-01-23,2025-01-25,20.1
P00482-TR12,P00482,Communications and Signals,2025-05-12,2025-05-15,24.8
P00482-TR13,P00482,Counter-IED Awareness,2026-06-09,2026-06-14,39.2
P00482-TR14,P00482,Stress Management Workshop,2024-10-01,2024-10-02,7.8
P00482-TR15,P00482,Communications and Signals,2024-11-05,2024-11-08,26.0
P00483-TR01,P00483,Physical Efficiency Test Preparation,2025-10-11,2025-10-13,18.5
P00483-TR02,P00483,Physical Efficiency Test Preparation,2025-03-31,2025-04-01,7.1
P00483-TR03,P00483,Counter-IED Awareness,2025-05-16,2025-05-21,41.9
P00483-TR04,P00483,Physical Efficiency Test Preparation,2026-06-18,2026-06-20,12.8
P00483-TR05,P00483,Weapons Refresher,2025-05-09,2025-05-11,16.1
P00483-TR06,P00483,Weapons Refresher,2025-01-29,2025-02-01,23.5
P00483-TR07,P00483,Jungle Warfare Refresher,2025-03-05,2025-03-08,24.7
P00483-TR08,P00483,Stress Management Workshop,2025-01-25,2025-01-27,9.7
P00483-TR09,P00483,Physical Efficiency Test Preparation,2026-08-28,2026-08-31,26.7
P00483-TR10,P00483,First Response and Trauma Care,2024-12-18,2024-12-20,15.5
P00483-TR11,P00483,Physical Efficiency Test Preparation,2024-11-26,2024-11-28,13.4
P00483-TR12,P00483,Counter-IED Awareness,2024-10-16,2024-10-19,23.8
P00483-TR13,P00483,Physical Efficiency Test Preparation,2025-03-14,2025-03-16,15.2
P00484-TR01,P00484,Physical Efficiency Test Preparation,2024-09-22,2024-09-26,32.5
P00484-TR02,P00484,Physical Efficiency Test Preparation,2026-08-09,2026-08-11,21.0
P00484-TR03,P00484,Stress Management Workshop,2024-12-12,2024-12-13,8.2
P00484-TR04,P00484,Counter-IED Awareness,2026-06-22,2026-06-28,50.3
P00484-TR05,P00484,Counter-IED Awareness,2025-11-03,2025-11-05,15.0
P00484-TR06,P00484,Stress Management Workshop,2025-09-24,2025-09-27,31.0
P00484-TR07,P00484,Communications and Signals,2025-07-16,2025-07-17,9.4
P00484-TR08,P00484,Counter-IED Awareness,2025-12-25,2025-12-26,11.5
P00484-TR09,P00484,First Response and Trauma Care,2026-01-06,2026-01-08,11.1
P00484-TR10,P00484,Weapons Refresher,2026-05-03,2026-05-07,35.1
P00484-TR11,P00484,Communications and Signals,2026-06-11,2026-06-12,7.1
P00484-TR12,P00484,Counter-IED Awareness,2025-12-25,2025-12-28,19.1
P00485-TR01,P00485,First Response and Trauma Care,2025-04-03,2025-04-04,7.6
P00485-TR02,P00485,Communications and Signals,2024-11-10,2024-11-12,13.6
P00485-TR03,P00485,Communications and Signals,2026-06-05,2026-06-11,44.7
P00485-TR04,P00485,Crowd Management,2025-05-06,2025-05-09,28.1
P00485-TR05,P00485,Physical Efficiency Test Preparation,2026-01-14,2026-01-16,17.9
P00485-TR06,P00485,Communications and Signals,2024-09-30,2024-10-01,6.2
P00485-TR07,P00485,Stress Management Workshop,2025-06-26,2025-06-28,13.5
P00485-TR08,P00485,Stress Management Workshop,2026-06-25,2026-06-27,16.6
P00486-TR01,P00486,Jungle Warfare Refresher,2025-04-29,2025-05-04,46.2
P00486-TR02,P00486,Crowd Management,2025-04-30,2025-05-06,42.9
P00486-TR03,P00486,Counter-IED Awareness,2026-07-28,2026-07-31,23.1
P00486-TR04,P00486,Crowd Management,2024-10-17,2024-10-22,35.3
P00486-TR05,P00486,Communications and Signals,2025-02-15,2025-02-18,27.3
P00486-TR06,P00486,Crowd Management,2025-01-20,2025-01-23,17.7
P00486-TR07,P00486,Crowd Management,2025-12-04,2025-12-09,38.3
P00486-TR08,P00486,First Response and Trauma Care,2025-03-10,2025-03-11,7.3
P00486-TR09,P00486,Physical Efficiency Test Preparation,2026-08-02,2026-08-04,16.4
P00486-TR10,P00486,Communications and Signals,2024-11-04,2024-11-05,8.7
P00486-TR11,P00486,Communications and Signals,2025-10-18,2025-10-20,14.4
P00486-TR12,P00486,Crowd Management,2025-04-12,2025-04-16,33.1
P00486-TR13,P00486,Physical Efficiency Test Preparation,2025-01-20,2025-01-24,27.9
P00486-TR14,P00486,First Response and Trauma Care,2026-01-12,2026-01-13,8.2
P00486-TR15,P00486,First Response and Trauma Care,2025-05-03,2025-05-08,38.6
P00486-TR16,P00486,Weapons Refresher,2026-04-01,2026-04-03,20.7
P00486-TR17,P00486,Physical Efficiency Test Preparation,2025-08-22,2025-08-24,14.5
P00487-TR01,P00487,Stress Management Workshop,2026-02-27,2026-03-02,28.4
P00487-TR02,P00487,Stress Management Workshop,2026-06-29,2026-07-02,23.6
P00487-TR03,P00487,First Response and Trauma Care,2025-09-22,2025-09-26,29.7
P00487-TR04,P00487,Physical Efficiency Test Preparation,2024-11-06,2024-11-07,7.1
P00487-TR05,P00487,Stress Management Workshop,2026-07-04,2026-07-09,38.1
P00487-TR06,P00487,Physical Efficiency Test Preparation,2026-05-31,2026-06-01,11.0
P00487-TR07,P00487,Stress Management Workshop,2025-10-13,2025-10-15,23.5
P00487-TR08,P00487,Physical Efficiency Test Preparation,2025-08-06,2025-08-09,19.0
P00487-TR09,P00487,Physical Efficiency Test Preparation,2025-05-17,2025-05-21,34.2
P00487-TR10,P00487,Communications and Signals,2024-09-20,2024-09-21,4.1
P00487-TR11,P00487,Communications and Signals,2025-01-11,2025-01-12,7.2
P00487-TR12,P00487,Jungle Warfare Refresher,2026-08-03,2026-08-08,36.9
P00487-TR13,P00487,Communications and Signals,2026-05-21,2026-05-23,11.2
P00487-TR14,P00487,Stress Management Workshop,2025-01-24,2025-01-27,23.1
P00487-TR15,P00487,Physical Efficiency Test Preparation,2026-03-25,2026-03-27,19.6
P00487-TR16,P00487,Jungle Warfare Refresher,2026-04-01,2026-04-03,11.3
P00487-TR17,P00487,First Response and Trauma Care,2025-07-03,2025-07-04,12.0
P00487-TR18,P00487,Communications and Signals,2026-06-19,2026-06-23,26.2
P00488-TR01,P00488,Weapons Refresher,2025-09-21,2025-09-27,47.9
P00488-TR02,P00488,Counter-IED Awareness,2026-06-08,2026-06-10,14.4
P00488-TR03,P00488,Stress Management Workshop,2025-04-15,2025-04-16,8.8
P00488-TR04,P00488,Crowd Management,2024-11-23,2024-11-25,13.6
P00488-TR05,P00488,Weapons Refresher,2025-11-10,2025-11-13,25.7
P00488-TR06,P00488,Jungle Warfare Refresher,2025-03-19,2025-03-23,30.2
P00489-TR01,P00489,Communications and Signals,2025-04-12,2025-04-13,7.5
P00489-TR02,P00489,First Response and Trauma Care,2026-01-08,2026-01-13,36.1
P00489-TR03,P00489,Stress Management Workshop,2025-10-07,2025-10-09,13.4
P00489-TR04,P00489,Communications and Signals,2025-05-09,2025-05-11,17.6
P00489-TR05,P00489,Jungle Warfare Refresher,2026-05-13,2026-05-15,15.4
P00489-TR06,P00489,Physical Efficiency Test Preparation,2026-04-23,2026-04-27,27.1
P00489-TR07,P00489,Stress Management Workshop,2025-01-28,2025-01-30,11.7
P00489-TR08,P00489,Jungle Warfare Refresher,2025-12-31,2026-01-01,7.5
P00489-TR09,P00489,Weapons Refresher,2024-10-08,2024-10-09,5.7
P00489-TR10,P00489,Crowd Management,2025-06-02,2025-06-03,5.4
P00489-TR11,P00489,Communications and Signals,2025-04-27,2025-05-01,30.6
P00489-TR12,P00489,Counter-IED Awareness,2026-07-15,2026-07-18,23.6
P00490-TR01,P00490,Physical Efficiency Test Preparation,2026-03-08,2026-03-11,26.6
P00490-TR02,P00490,Weapons Refresher,2025-01-16,2025-01-17,4.4
P00490-TR03,P00490,Weapons Refresher,2026-08-19,2026-08-24,37.5
P00490-TR04,P00490,Communications and Signals,2025-09-25,2025-09-27,19.7
P00490-TR05,P00490,Physical Efficiency Test Preparation,2025-01-31,2025-02-03,19.7
P00490-TR06,P00490,Physical Efficiency Test Preparation,2026-02-11,2026-02-13,9.7
P00490-TR07,P00490,Stress Management Workshop,2025-02-01,2025-02-04,21.5
P00490-TR08,P00490,Crowd Management,2025-07-10,2025-07-11,12.7
P00490-TR09,P00490,Stress Management Workshop,2026-06-26,2026-06-28,12.7
P00490-TR10,P00490,Jungle Warfare Refresher,2024-12-04,2024-12-07,25.2
P00490-TR11,P00490,Jungle Warfare Refresher,2025-05-03,2025-05-07,33.2
P00490-TR12,P00490,Counter-IED Awareness,2026-07-29,2026-08-01,26.3
P00490-TR13,P00490,Weapons Refresher,2025-10-12,2025-10-14,15.8
P00490-TR14,P00490,Jungle Warfare Refresher,2026-04-19,2026-04-20,4.0
P00490-TR15,P00490,Counter-IED Awareness,2026-02-17,2026-02-18,7.5
P00491-TR01,P00491,Crowd Management,2025-05-22,2025-05-24,12.7
P00491-TR02,P00491,Jungle Warfare Refresher,2025-10-15,2025-10-17,12.5
P00491-TR03,P00491,Jungle Warfare Refresher,2024-11-02,2024-11-03,5.4
P00491-TR04,P00491,First Response and Trauma Care,2025-07-30,2025-08-04,40.7
P00491-TR05,P00491,Jungle Warfare Refresher,2025-05-16,2025-05-18,20.8
P00491-TR06,P00491,Jungle Warfare Refresher,2024-10-29,2024-11-02,27.1
P00491-TR07,P00491,Stress Management Workshop,2025-05-30,2025-05-31,12.7
P00491-TR08,P00491,Counter-IED Awareness,2026-06-02,2026-06-04,12.6
P00491-TR09,P00491,First Response and Trauma Care,2025-06-21,2025-06-23,17.0
P00492-TR01,P00492,Jungle Warfare Refresher,2025-09-13,2025-09-18,37.9
P00492-TR02,P00492,First Response and Trauma Care,2025-05-04,2025-05-05,6.0
P00492-TR03,P00492,Crowd Management,2026-04-04,2026-04-07,23.6
P00492-TR04,P00492,Jungle Warfare Refresher,2025-02-05,2025-02-10,35.1
P00492-TR05,P00492,Weapons Refresher,2026-01-06,2026-01-10,30.7
P00492-TR06,P00492,Physical Efficiency Test Preparation,2026-02-18,2026-02-23,37.1
P00492-TR07,P00492,Weapons Refresher,2026-05-04,2026-05-08,34.4
P00492-TR08,P00492,Weapons Refresher,2026-05-18,2026-05-19,13.4
P00493-TR01,P00493,Physical Efficiency Test Preparation,2025-03-06,2025-03-08,14.8
P00493-TR02,P00493,Communications and Signals,2025-07-16,2025-07-19,29.1
P00493-TR03,P00493,Jungle Warfare Refresher,2024-09-30,2024-10-01,7.2
