personnel_id,month_start,days_on_duty,total_duty_hours,mean_daily_duty_hours,daily_duty_hours_sd,night_shifts,weekly_offs_entitled,weekly_offs_availed
P00369,2025-08-01,27,199.0,7.37,2.34,6,4,4
P00369,2025-08-31,25,169.2,6.77,2.49,6,4,3
P00369,2025-10-01,25,177.5,7.1,0.75,3,4,2
P00369,2025-10-31,26,175.5,6.75,3.69,6,4,1
P00369,2025-12-01,27,167.8,6.21,0.44,2,4,4
P00369,2025-12-31,26,161.3,6.2,1.58,3,4,3
P00369,2026-01-30,26,176.7,6.8,0.8,4,4,3
P00369,2026-03-02,29,193.0,6.66,1.44,6,4,3
P00369,2026-04-01,27,171.0,6.33,1.32,2,4,2
P00369,2026-05-02,27,173.0,6.41,1.24,5,4,1
P00369,2026-06-01,26,173.8,6.68,2.03,5,4,3
P00369,2026-07-02,30,199.1,6.64,2.36,10,4,2
P00369,2026-08-01,30,208.5,6.95,0.2,4,4,3
P00370,2024-08-31,27,347.8,12.88,3.56,2,4,0
P00370,2024-09-30,28,368.2,13.15,3.22,3,4,0
P00370,2024-10-31,26,331.0,12.73,0.67,3,4,0
P00370,2024-11-30,30,371.3,12.38,1.72,9,4,1
P00370,2024-12-31,27,357.9,13.25,4.09,4,4,1
P00370,2025-01-30,29,376.5,12.98,1.52,4,4,3
P00370,2025-03-02,26,338.4,13.01,1.97,2,4,0
P00370,2025-04-01,26,342.9,13.19,0.4,3,4,0
P00370,2025-05-01,31,411.1,13.26,0.2,4,4,0
P00370,2025-06-01,28,354.1,12.65,3.36,4,4,1
P00370,2025-07-01,26,327.7,12.6,2.47,5,4,1
P00370,2025-08-01,26,341.3,13.13,2.16,1,4,1
P00370,2025-08-31,27,359.9,13.33,0.97,4,4,0
P00370,2025-10-01,27,348.2,12.9,2.36,4,4,1
P00370,2025-10-31,22,284.1,12.91,1.16,6,4,1
P00370,2025-12-01,28,354.4,12.66,4.82,2,4,0
P00370,2025-12-31,28,362.3,12.94,1.88,7,4,1
P00370,2026-01-30,26,321.6,12.37,4.57,5,4,0
P00370,2026-03-02,25,305.2,12.21,1.12,1,4,0
P00370,2026-04-01,28,355.7,12.7,1.79,4,4,0
P00370,2026-05-02,28,342.2,12.22,2.77,7,4,2
P00370,2026-06-01,25,303.6,12.14,1.12,5,4,0
P00370,2026-07-02,29,375.1,12.93,1.0,4,4,2
P00370,2026-08-01,31,394.8,12.73,1.72,4,4,1
P00371,2024-08-31,26,337.4,12.98,0.47,2,4,0
P00371,2024-09-30,26,335.1,12.89,1.04,4,4,0
P00371,2024-10-31,29,371.7,12.82,0.85,4,4,0
P00371,2024-11-30,26,373.7,14.37,6.0,3,4,0
P00371,2024-12-31,27,361.4,13.38,1.13,2,4,0
P00371,2025-01-30,27,359.2,13.3,0.74,4,4,1
P00371,2025-03-02,27,354.6,13.13,2.07,5,4,2
P00371,2025-04-01,27,345.4,12.79,1.81,6,4,2
P00371,2025-05-01,28,368.4,13.16,0.39,2,4,3
P00371,2025-06-01,29,378.6,13.06,1.22,11,4,0
P00371,2025-07-01,27,364.0,13.48,3.08,1,4,0
P00371,2025-08-01,29,383.9,13.24,1.97,8,4,0
P00371,2025-08-31,29,356.4,12.29,3.38,7,4,0
P00371,2025-10-01,26,338.8,13.03,2.18,8,4,0
P00371,2025-10-31,26,350.8,13.49,2.1,5,4,1
P00371,2025-12-01,28,390.7,13.96,2.11,4,4,0
P00371,2025-12-31,28,387.0,13.82,1.33,6,4,2
P00371,2026-01-30,29,385.9,13.31,1.73,4,4,1
P00371,2026-03-02,30,393.2,13.11,1.88,3,4,0
P00371,2026-04-01,27,356.4,13.2,2.2,0,4,0
P00371,2026-05-02,26,357.1,13.73,0.59,1,4,0
P00371,2026-06-01,27,380.0,14.07,0.55,7,4,0
P00371,2026-07-02,27,392.1,14.52,2.02,3,4,1
P00371,2026-08-01,29,406.0,14.0,1.51,5,4,0
P00372,2024-08-31,29,409.7,14.13,2.02,3,4,0
P00372,2024-09-30,27,378.9,14.03,1.14,5,4,0
P00372,2024-10-31,25,332.9,13.31,4.6,2,4,1
P00372,2024-11-30,28,361.8,12.92,6.0,3,4,1
P00372,2024-12-31,31,413.1,13.33,2.5,4,4,1
P00372,2025-01-30,29,393.1,13.55,0.66,7,4,0
P00372,2025-03-02,31,429.6,13.86,0.99,10,4,2
P00372,2025-04-01,31,424.1,13.68,1.07,8,4,1
P00372,2025-05-01,29,385.4,13.29,0.42,3,4,1
P00372,2025-06-01,29,386.0,13.31,2.84,6,4,1
P00372,2025-07-01,31,441.9,14.26,1.06,7,4,0
P00372,2025-08-01,28,384.3,13.73,0.66,5,4,0
P00372,2025-08-31,30,404.2,13.47,0.58,10,4,1
P00372,2025-10-01,30,409.3,13.64,1.26,8,4,0
P00372,2025-10-31,29,382.2,13.18,0.21,9,4,2
P00372,2025-12-01,28,394.2,14.08,1.75,5,4,0
P00372,2025-12-31,29,396.4,13.67,2.16,8,4,0
P00372,2026-01-30,30,405.6,13.52,1.58,7,4,1
P00372,2026-03-02,31,403.9,13.03,5.49,7,4,0
P00372,2026-04-01,31,412.3,13.3,3.62,4,4,0
P00372,2026-05-02,30,380.6,12.69,0.89,4,4,2
P00372,2026-06-01,30,395.1,13.17,5.16,11,4,1
P00372,2026-07-02,29,387.1,13.35,3.77,6,4,1
P00372,2026-08-01,28,379.7,13.56,3.83,7,4,0
P00373,2024-08-31,29,386.1,13.32,4.28,8,4,0
P00373,2024-09-30,29,371.2,12.8,1.75,9,4,2
P00373,2024-10-31,29,378.1,13.04,1.66,7,4,0
P00373,2024-11-30,29,381.7,13.16,0.2,6,4,1
P00373,2024-12-31,28,398.8,14.24,2.4,4,4,1
P00373,2025-01-30,28,383.7,13.7,2.97,11,4,2
P00373,2025-03-02,31,412.1,13.29,3.58,2,4,1
P00373,2025-04-01,29,409.7,14.13,3.17,10,4,1
P00373,2025-05-01,31,408.3,13.17,4.6,5,4,1
P00373,2025-06-01,29,389.8,13.44,2.43,11,4,2
P00373,2025-07-01,29,382.1,13.18,0.67,5,4,0
P00373,2025-08-01,30,390.6,13.02,3.37,3,4,1
P00373,2025-08-31,29,380.5,13.12,0.87,11,4,1
P00373,2025-10-01,29,371.5,12.81,0.52,11,4,1
P00373,2025-10-31,26,345.9,13.3,1.22,7,4,1
P00373,2025-12-01,28,352.4,12.58,3.52,2,4,1
P00373,2025-12-31,31,390.1,12.58,2.66,12,4,2
P00373,2026-01-30,29,357.9,12.34,0.51,8,4,1
P00373,2026-03-02,30,365.1,12.17,5.31,3,4,0
P00373,2026-04-01,29,371.8,12.82,5.03,7,4,1
P00373,2026-05-02,27,339.7,12.58,0.32,7,4,1
P00373,2026-06-01,31,388.1,12.52,1.98,4,4,0
P00373,2026-07-02,30,385.9,12.86,1.13,6,4,2
P00373,2026-08-01,30,376.9,12.56,1.09,10,4,1
P00374,2024-08-31,31,425.1,13.71,1.78,4,4,0
P00374,2024-09-30,31,417.2,13.46,5.53,11,4,1
P00374,2024-10-31,29,402.3,13.87,1.38,2,4,0
P00374,2024-11-30,27,350.2,12.97,3.42,5,4,0
P00374,2024-12-31,30,401.7,13.39,1.95,4,4,1
P00374,2025-01-30,29,384.4,13.26,3.22,8,4,1
P00374,2025-03-02,31,425.6,13.73,1.12,9,4,1
P00374,2025-04-01,29,398.4,13.74,1.09,8,4,0
P00374,2025-05-01,29,395.3,13.63,6.0,2,4,1
P00374,2025-06-01,26,364.4,14.01,5.06,6,4,1
P00374,2025-07-01,27,350.7,12.99,0.8,7,4,0
P00374,2025-08-01,31,420.5,13.56,2.11,6,4,1
P00374,2025-08-31,28,369.0,13.18,0.2,9,4,2
P00374,2025-10-01,30,405.4,13.51,2.91,9,4,2
P00374,2025-10-31,30,402.6,13.42,6.0,4,4,1
P00374,2025-12-01,29,403.8,13.92,2.34,8,4,0
P00374,2025-12-31,29,375.2,12.94,0.46,6,4,0
P00374,2026-01-30,30,422.7,14.09,0.87,12,4,1
P00374,2026-03-02,30,399.4,13.31,5.08,5,4,1
P00374,2026-04-01,29,374.6,12.92,0.75,3,4,3
P00374,2026-05-02,26,342.9,13.19,5.25,6,4,1
P00374,2026-06-01,30,402.1,13.4,2.18,6,4,0
P00374,2026-07-02,29,387.4,13.36,4.13,4,4,1
P00374,2026-08-01,29,383.1,13.21,3.57,8,4,0
P00375,2024-08-31,29,392.7,13.54,1.89,7,4,3
P00375,2024-09-30,30,409.2,13.64,2.78,6,4,1
P00375,2024-10-31,30,408.7,13.62,2.26,7,4,1
P00375,2024-11-30,29,398.1,13.73,2.3,10,4,1
P00375,2024-12-31,28,364.8,13.03,3.25,8,4,1
P00375,2025-01-30,27,373.7,13.84,0.35,10,4,2
P00375,2025-03-02,29,398.8,13.75,0.97,5,4,1
P00375,2025-04-01,30,394.1,13.14,1.35,8,4,1
P00375,2025-05-01,26,361.6,13.91,5.09,4,4,2
P00375,2025-06-01,30,426.0,14.2,1.38,6,4,2
P00375,2025-07-01,28,386.9,13.82,3.02,8,4,3
P00375,2025-08-01,30,405.9,13.53,2.88,9,4,0
P00375,2025-08-31,28,370.0,13.21,2.72,5,4,0
P00375,2025-10-01,30,390.1,13.0,6.0,9,4,0
P00375,2025-10-31,27,374.2,13.86,2.83,10,4,1
P00375,2025-12-01,28,396.4,14.16,2.81,7,4,1
P00375,2025-12-31,27,362.9,13.44,5.87,4,4,0
P00375,2026-01-30,27,357.9,13.26,1.69,8,4,1
P00375,2026-03-02,27,336.7,12.47,5.41,8,4,1
P00375,2026-04-01,30,378.7,12.62,1.51,8,4,1
P00375,2026-05-02,28,384.2,13.72,0.6,6,4,2
P00375,2026-06-01,27,378.8,14.03,1.96,7,4,0
P00375,2026-07-02,27,379.1,14.04,0.44,9,4,2
P00375,2026-08-01,29,378.3,13.05,1.82,5,4,2
P00376,2024-08-31,27,362.1,13.41,2.93,4,4,0
P00376,2024-09-30,31,425.6,13.73,1.19,4,4,2
P00376,2024-10-31,28,364.8,13.03,6.0,5,4,1
P00376,2024-11-30,29,374.5,12.91,5.32,8,4,1
P00376,2024-12-31,31,400.7,12.93,1.71,6,4,0
P00376,2025-01-30,30,389.7,12.99,3.7,7,4,1
P00376,2025-03-02,28,375.2,13.4,5.37,8,4,3
P00376,2025-04-01,30,390.6,13.02,3.24,8,4,0
P00376,2025-05-01,29,388.0,13.38,2.9,11,4,2
P00376,2025-06-01,29,366.3,12.63,1.06,9,4,0
P00376,2025-07-01,29,379.8,13.1,6.0,8,4,0
P00376,2025-08-01,30,379.4,12.65,2.01,7,4,0
P00376,2025-08-31,30,405.1,13.5,5.84,4,4,1
P00376,2025-10-01,29,391.0,13.48,0.88,7,4,1
P00376,2025-10-31,28,377.3,13.48,4.3,8,4,0
P00376,2025-12-01,29,399.3,13.77,1.32,7,4,0
P00376,2025-12-31,29,406.1,14.0,1.63,11,4,0
P00376,2026-01-30,28,387.0,13.82,2.99,6,4,3
P00376,2026-03-02,31,410.9,13.25,3.61,6,4,0
P00376,2026-04-01,28,405.9,14.5,0.73,10,4,0
P00376,2026-05-02,31,424.8,13.7,1.35,8,4,0
P00376,2026-06-01,30,381.7,12.72,1.93,4,4,0
P00376,2026-07-02,28,373.4,13.34,5.5,6,4,1
P00376,2026-08-01,31,399.6,12.89,0.3,8,4,2
P00377,2024-08-31,28,263.3,9.41,4.4,6,4,1
P00377,2024-09-30,28,274.4,9.8,3.12,7,4,3
P00377,2024-10-31,29,287.1,9.9,0.5,6,4,2
P00377,2024-11-30,30,276.6,9.22,1.88,5,4,2
P00377,2024-12-31,31,293.8,9.48,1.35,8,4,2
P00377,2025-01-30,30,286.1,9.54,4.91,3,4,2
P00377,2025-03-02,28,266.9,9.53,1.79,8,4,2
P00377,2025-04-01,28,266.3,9.51,1.51,12,4,2
P00377,2025-05-01,28,258.9,9.25,5.53,5,4,3
P00377,2025-06-01,30,319.0,10.63,3.53,4,4,3
P00377,2025-07-01,29,270.3,9.32,3.07,7,4,1
P00377,2025-08-01,29,259.1,8.93,3.09,10,4,0
P00377,2025-08-31,30,283.3,9.44,6.0,4,4,2
P00377,2025-10-01,28,245.7,8.78,1.14,3,4,1
P00377,2025-10-31,31,279.8,9.03,2.83,8,4,3
P00377,2025-12-01,30,280.9,9.36,1.27,9,4,0
P00377,2025-12-31,30,289.5,9.65,2.34,11,4,3
P00377,2026-01-30,30,289.3,9.64,3.44,6,4,1
P00377,2026-03-02,31,274.4,8.85,2.77,6,4,3
P00377,2026-04-01,27,224.7,8.32,4.64,9,4,4
P00377,2026-05-02,29,270.2,9.32,5.45,10,4,3
P00377,2026-06-01,28,251.6,8.99,2.82,9,4,3
P00377,2026-07-02,30,272.3,9.08,2.49,6,4,2
P00377,2026-08-01,29,243.7,8.4,3.6,8,4,2
P00378,2024-08-31,31,420.9,13.58,1.15,7,4,1
P00378,2024-09-30,29,389.6,13.43,2.03,3,4,0
P00378,2024-10-31,30,399.5,13.32,1.72,6,4,1
P00378,2024-11-30,26,332.1,12.77,2.44,10,4,0
P00378,2024-12-31,28,371.9,13.28,0.83,9,4,1
P00378,2025-01-30,28,383.4,13.69,0.79,6,4,0
P00378,2025-03-02,31,435.3,14.04,3.31,7,4,1
P00378,2025-04-01,31,402.6,12.99,3.31,7,4,0
P00378,2025-05-01,29,381.8,13.17,1.08,6,4,0
P00378,2025-06-01,28,379.5,13.55,2.81,5,4,2
P00378,2025-07-01,28,365.4,13.05,2.28,4,4,0
P00378,2025-08-01,30,405.4,13.51,0.38,10,4,1
P00378,2025-08-31,31,411.7,13.28,4.83,6,4,0
P00378,2025-10-01,27,363.3,13.46,1.01,5,4,1
P00378,2025-10-31,31,418.0,13.48,2.29,7,4,0
P00378,2025-12-01,29,403.0,13.89,3.07,11,4,0
P00378,2025-12-31,30,417.8,13.93,0.2,6,4,1
P00378,2026-01-30,30,379.2,12.64,1.3,5,4,0
P00378,2026-03-02,27,366.7,13.58,1.0,6,4,1
P00378,2026-04-01,27,340.7,12.62,6.0,8,4,1
P00378,2026-05-02,27,349.2,12.93,1.94,2,4,0
P00378,2026-06-01,28,364.9,13.03,0.98,9,4,1
P00378,2026-07-02,31,403.6,13.02,0.97,13,4,2
P00378,2026-08-01,30,387.2,12.91,1.05,9,4,0
P00379,2024-08-31,29,234.2,8.08,3.78,6,4,1
P00379,2024-09-30,29,246.1,8.49,2.61,3,4,4
P00379,2024-10-31,27,228.0,8.45,2.1,5,4,0
P00379,2024-11-30,31,260.0,8.39,3.55,6,4,2
P00379,2024-12-31,29,231.1,7.97,3.92,4,4,1
P00379,2025-01-30,26,203.3,7.82,1.09,6,4,4
P00379,2025-03-02,30,243.7,8.12,2.65,6,4,1
P00379,2025-04-01,28,241.5,8.63,0.81,5,4,3
P00379,2025-05-01,30,251.1,8.37,5.76,4,4,4
P00379,2025-06-01,30,227.5,7.58,0.23,5,4,1
P00379,2025-07-01,29,242.1,8.35,0.2,8,4,3
P00379,2025-08-01,28,212.9,7.6,5.96,7,4,2
P00379,2025-08-31,27,208.0,7.7,3.21,7,4,2
P00379,2025-10-01,30,254.5,8.48,0.42,10,4,4
P00379,2025-10-31,27,220.8,8.18,5.56,6,4,2
P00379,2025-12-01,28,220.3,7.87,3.28,8,4,3
P00379,2025-12-31,31,236.5,7.63,5.63,6,4,1
P00379,2026-01-30,29,234.4,8.08,2.35,4,4,2
P00379,2026-03-02,31,258.9,8.35,5.39,8,4,2
P00379,2026-04-01,28,231.8,8.28,1.47,6,4,4
P00379,2026-05-02,28,213.0,7.61,0.91,5,4,3
P00379,2026-06-01,26,223.5,8.6,1.23,4,4,3
P00379,2026-07-02,27,210.8,7.81,0.85,5,4,1
P00379,2026-08-01,27,228.7,8.47,1.8,4,4,3
P00380,2024-08-31,29,382.3,13.18,0.68,6,4,0
P00380,2024-09-30,26,338.1,13.0,1.33,14,4,1
P00380,2024-10-31,30,414.1,13.8,0.89,11,4,0
P00380,2024-11-30,30,410.0,13.67,6.0,2,4,1
P00380,2024-12-31,30,395.1,13.17,2.74,8,4,0
P00380,2025-01-30,27,364.4,13.5,3.81,8,4,0
P00380,2025-03-02,30,413.2,13.77,3.54,8,4,1
P00380,2025-04-01,27,374.9,13.88,0.53,6,4,2
P00380,2025-05-01,29,385.4,13.29,2.43,7,4,0
P00380,2025-06-01,31,421.4,13.59,4.74,7,4,0
P00380,2025-07-01,29,420.8,14.51,2.49,3,4,1
P00380,2025-08-01,27,381.0,14.11,6.0,9,4,0
P00380,2025-08-31,28,389.7,13.92,2.56,3,4,1
P00380,2025-10-01,31,443.3,14.3,1.4,10,4,0
P00380,2025-10-31,28,410.9,14.67,1.39,7,4,1
P00380,2025-12-01,30,425.9,14.2,0.71,10,4,0
P00380,2025-12-31,25,366.5,14.66,1.87,4,4,0
P00380,2026-01-30,27,381.8,14.14,0.84,3,4,1
P00380,2026-03-02,29,419.9,14.48,5.55,5,4,1
P00380,2026-04-01,28,383.8,13.71,0.83,3,4,2
P00380,2026-05-02,27,381.4,14.13,2.36,7,4,0
P00380,2026-06-01,29,414.2,14.28,2.31,6,4,2
P00380,2026-07-02,31,433.4,13.98,2.83,7,4,1
P00380,2026-08-01,30,437.9,14.6,2.69,9,4,2
P00381,2024-08-31,29,387.4,13.36,0.39,9,4,1
P00381,2024-09-30,29,373.1,12.86,5.8,10,4,0
P00381,2024-10-31,29,383.9,13.24,4.86,5,4,1
P00381,2024-11-30,29,389.6,13.43,4.55,6,4,0
P00381,2024-12-31,30,405.0,13.5,2.17,2,4,0
P00381,2025-01-30,31,405.1,13.07,3.45,1,4,1
P00381,2025-03-02,27,355.8,13.18,4.15,2,4,1
P00381,2025-04-01,25,347.2,13.89,1.08,6,4,0
P00381,2025-05-01,31,427.2,13.78,2.61,5,4,0
P00381,2025-06-01,28,368.6,13.16,1.05,4,4,0
P00381,2025-07-01,31,402.2,12.97,3.51,1,4,0
P00381,2025-08-01,28,364.0,13.0,3.22,8,4,2
P00381,2025-08-31,28,387.7,13.85,4.96,6,4,0
P00381,2025-10-01,27,357.2,13.23,3.75,5,4,0
P00381,2025-10-31,31,430.4,13.88,0.92,1,4,1
P00381,2025-12-01,27,357.9,13.26,0.84,5,4,0
P00381,2025-12-31,30,431.7,14.39,2.5,3,4,0
P00381,2026-01-30,28,381.6,13.63,2.35,5,4,0
P00381,2026-03-02,29,408.4,14.08,1.5,6,4,1
P00381,2026-04-01,26,360.0,13.85,2.97,11,4,0
P00381,2026-05-02,31,446.2,14.39,3.47,6,4,2
P00381,2026-06-01,27,364.8,13.51,3.65,4,4,0
P00381,2026-07-02,29,390.0,13.45,0.7,7,4,1
P00381,2026-08-01,28,374.4,13.37,0.93,8,4,0
P00382,2024-08-31,29,386.2,13.32,1.01,4,4,1
P00382,2024-09-30,28,356.8,12.74,1.1,3,4,1
P00382,2024-10-31,26,324.9,12.5,0.21,2,4,1
P00382,2024-11-30,28,355.7,12.7,0.55,6,4,0
P00382,2024-12-31,29,368.6,12.71,0.7,4,4,0
P00382,2025-01-30,27,316.0,11.7,2.15,3,4,1
P00382,2025-03-02,25,306.5,12.26,0.57,5,4,2
P00382,2025-04-01,28,353.8,12.64,2.73,4,4,0
P00382,2025-05-01,26,332.3,12.78,3.5,3,4,0
P00382,2025-06-01,29,351.0,12.1,0.72,3,4,2
P00382,2025-07-01,25,318.2,12.73,0.93,4,4,2
P00382,2025-08-01,29,346.6,11.95,0.91,2,4,0
P00382,2025-08-31,29,341.1,11.76,2.49,3,4,1
P00382,2025-10-01,25,302.4,12.1,2.84,6,4,0
P00382,2025-10-31,30,368.4,12.28,0.73,3,4,0
P00382,2025-12-01,25,319.9,12.79,0.6,4,4,0
P00382,2025-12-31,27,331.5,12.28,1.31,6,4,1
P00382,2026-01-30,26,291.3,11.2,2.77,9,4,1
P00382,2026-03-02,26,310.7,11.95,1.18,8,4,1
P00382,2026-04-01,30,342.5,11.42,0.77,4,4,1
P00382,2026-05-02,29,332.2,11.45,4.43,2,4,2
P00382,2026-06-01,27,307.0,11.37,0.68,6,4,3
P00382,2026-07-02,29,328.9,11.34,3.1,3,4,1
P00382,2026-08-01,26,299.5,11.52,0.9,4,4,1
P00383,2024-08-31,28,222.6,7.95,0.55,10,4,2
P00383,2024-09-30,27,216.1,8.0,1.85,6,4,3
P00383,2024-10-31,30,241.7,8.06,4.66,6,4,3
P00383,2024-11-30,28,231.8,8.28,0.34,4,4,2
P00383,2024-12-31,31,241.1,7.78,3.68,8,4,3
P00383,2025-01-30,27,239.3,8.86,3.3,11,4,4
P00383,2025-03-02,29,270.3,9.32,3.01,3,4,3
P00383,2025-04-01,28,231.0,8.25,3.73,4,4,3
P00383,2025-05-01,28,231.5,8.27,4.33,7,4,3
P00383,2025-06-01,27,225.4,8.35,5.41,5,4,3
P00383,2025-07-01,29,262.0,9.04,6.0,4,4,2
P00383,2025-08-01,29,247.4,8.53,0.26,8,4,3
P00383,2025-08-31,31,268.0,8.65,0.41,8,4,2
P00383,2025-10-01,30,247.4,8.25,1.43,5,4,2
P00383,2025-10-31,28,239.1,8.54,3.16,5,4,1
P00383,2025-12-01,27,219.3,8.12,5.04,11,4,3
P00383,2025-12-31,28,234.5,8.38,3.4,2,4,3
P00383,2026-01-30,28,227.8,8.13,1.51,4,4,2
P00383,2026-03-02,30,249.7,8.32,5.31,7,4,3
P00383,2026-04-01,29,226.0,7.79,0.69,6,4,2
P00383,2026-05-02,27,204.6,7.58,2.9,7,4,3
P00383,2026-06-01,28,231.5,8.27,0.77,5,4,3
P00383,2026-07-02,28,234.9,8.39,1.29,5,4,4
P00383,2026-08-01,27,216.4,8.01,1.34,7,4,3
P00384,2024-08-31,28,361.6,12.91,3.6,4,4,0
P00384,2024-09-30,30,409.8,13.66,0.26,4,4,0
P00384,2024-10-31,28,351.7,12.56,2.38,2,4,1
P00384,2024-11-30,27,352.6,13.06,1.23,6,4,0
P00384,2024-12-31,28,365.1,13.04,2.35,5,4,0
P00384,2025-01-30,26,349.3,13.43,2.86,10,4,1
P00384,2025-03-02,28,384.5,13.73,2.64,2,4,0
P00384,2025-04-01,28,375.2,13.4,1.4,5,4,1
P00384,2025-05-01,26,353.4,13.59,1.95,3,4,1
P00384,2025-06-01,29,393.8,13.58,3.43,5,4,0
P00384,2025-07-01,28,371.6,13.27,1.96,8,4,0
P00384,2025-08-01,28,368.1,13.15,2.98,9,4,2
P00384,2025-08-31,28,376.0,13.43,1.57,7,4,0
P00384,2025-10-01,27,361.5,13.39,6.0,5,4,0
P00384,2025-10-31,27,370.3,13.72,1.37,7,4,1
P00384,2025-12-01,29,389.6,13.43,5.29,3,4,2
P00384,2025-12-31,28,381.9,13.64,2.11,3,4,0
P00384,2026-01-30,29,384.6,13.26,2.98,9,4,0
P00384,2026-03-02,28,382.4,13.66,3.17,4,4,0
P00384,2026-04-01,31,429.6,13.86,6.0,4,4,1
P00384,2026-05-02,31,437.6,14.12,2.06,6,4,0
P00384,2026-06-01,30,387.4,12.91,0.68,12,4,1
P00384,2026-07-02,27,347.2,12.86,1.86,8,4,1
P00384,2026-08-01,28,376.2,13.44,1.78,5,4,1
P00385,2024-08-31,28,200.8,7.17,2.62,5,4,3
P00385,2024-09-30,29,196.8,6.79,1.6,3,4,4
P00385,2024-10-31,28,218.8,7.81,1.31,6,4,4
P00385,2024-11-30,28,228.9,8.18,2.6,4,4,4
P00385,2024-12-31,30,230.7,7.69,3.13,6,4,2
P00385,2025-01-30,25,186.3,7.45,2.83,7,4,1
P00385,2025-03-02,27,215.6,7.99,3.51,3,4,2
P00385,2025-04-01,27,195.1,7.23,4.12,2,4,3
P00385,2025-05-01,27,235.3,8.72,2.05,3,4,3
P00385,2025-06-01,28,219.5,7.84,0.2,6,4,2
P00385,2025-07-01,28,227.0,8.11,2.74,2,4,1
P00385,2025-08-01,30,250.3,8.34,1.11,5,4,3
P00385,2025-08-31,25,202.6,8.1,2.59,2,4,2
P00385,2025-10-01,28,220.6,7.88,1.91,5,4,4
P00385,2025-10-31,28,220.4,7.87,0.21,2,4,2
P00385,2025-12-01,29,226.7,7.82,2.71,4,4,2
P00385,2025-12-31,30,257.0,8.57,4.84,6,4,2
P00385,2026-01-30,26,221.5,8.52,2.81,6,4,1
P00385,2026-03-02,27,229.7,8.51,2.65,4,4,2
P00385,2026-04-01,28,219.2,7.83,2.57,5,4,3
P00385,2026-05-02,26,223.3,8.59,2.13,4,4,1
P00385,2026-06-01,27,235.6,8.72,1.87,6,4,1
P00385,2026-07-02,28,218.3,7.8,2.14,2,4,2
P00385,2026-08-01,27,202.0,7.48,3.51,1,4,2
P00386,2024-08-31,27,355.8,13.18,3.53,6,4,1
P00386,2024-09-30,28,378.0,13.5,1.63,3,4,0
P00386,2024-10-31,27,381.4,14.13,0.29,7,4,0
P00386,2024-11-30,28,394.4,14.08,1.43,4,4,0
P00386,2024-12-31,25,350.9,14.04,3.21,7,4,0
P00386,2025-01-30,30,378.9,12.63,2.1,7,4,0
P00386,2025-03-02,29,398.9,13.76,1.88,4,4,2
P00386,2025-04-01,28,373.6,13.34,1.08,0,4,0
P00386,2025-05-01,28,349.6,12.49,1.32,3,4,1
P00386,2025-06-01,28,346.5,12.38,2.82,3,4,0
P00386,2025-07-01,30,383.6,12.79,1.88,6,4,2
P00386,2025-08-01,29,398.9,13.76,2.24,5,4,1
P00386,2025-08-31,31,404.9,13.06,1.63,6,4,1
P00386,2025-10-01,27,357.0,13.22,4.4,10,4,0
P00386,2025-10-31,25,304.0,12.16,0.74,10,4,0
P00386,2025-12-01,28,369.3,13.19,3.83,2,4,1
P00386,2025-12-31,30,399.8,13.33,1.95,3,4,0
P00386,2026-01-30,29,388.3,13.39,2.58,7,4,1
P00386,2026-03-02,27,345.2,12.79,3.48,7,4,0
P00386,2026-04-01,27,339.2,12.56,4.56,5,4,1
P00386,2026-05-02,28,339.3,12.12,2.59,7,4,1
P00386,2026-06-01,30,373.3,12.44,1.45,3,4,2
P00386,2026-07-02,29,352.9,12.17,6.0,6,4,2
P00386,2026-08-01,28,355.9,12.71,1.45,10,4,1
P00387,2024-08-31,28,391.7,13.99,2.91,10,4,0
P00387,2024-09-30,27,366.7,13.58,0.58,8,4,0
P00387,2024-10-31,31,410.0,13.23,0.7,7,4,1
P00387,2024-11-30,29,393.2,13.56,0.42,6,4,0
P00387,2024-12-31,31,414.2,13.36,1.39,6,4,0
P00387,2025-01-30,29,402.6,13.88,1.94,5,4,2
P00387,2025-03-02,30,401.8,13.39,3.21,7,4,0
P00387,2025-04-01,30,422.2,14.07,2.86,5,4,0
P00387,2025-05-01,31,411.8,13.29,1.54,4,4,1
P00387,2025-06-01,28,381.9,13.64,2.31,10,4,1
P00387,2025-07-01,31,395.8,12.77,2.32,11,4,1
P00387,2025-08-01,29,420.3,14.49,4.38,9,4,1
P00387,2025-08-31,31,413.6,13.34,0.73,6,4,0
P00387,2025-10-01,29,388.7,13.4,0.3,7,4,0
P00387,2025-10-31,31,403.4,13.01,2.32,8,4,2
P00387,2025-12-01,27,358.3,13.27,1.78,4,4,0
P00387,2025-12-31,30,389.3,12.98,5.35,7,4,1
P00387,2026-01-30,31,393.0,12.68,5.75,7,4,2
P00387,2026-03-02,29,390.6,13.47,3.19,11,4,1
P00387,2026-04-01,29,379.9,13.1,0.84,11,4,0
P00387,2026-05-02,31,387.2,12.49,2.19,6,4,0
P00387,2026-06-01,29,352.0,12.14,1.09,12,4,0
P00387,2026-07-02,31,385.3,12.43,6.0,4,4,1
P00387,2026-08-01,26,324.4,12.48,3.56,7,4,0
P00388,2024-08-31,29,373.3,12.87,3.68,6,4,2
P00388,2024-09-30,30,393.1,13.1,5.02,6,4,0
P00388,2024-10-31,28,369.2,13.19,1.62,7,4,2
P00388,2024-11-30,28,361.3,12.9,0.73,9,4,0
