deployment_id,personnel_id,unit_id,location_type,deployment_type,start_date,end_date,is_current
P00341-D004,P00341,U001,hard_area,operational,2023-01-20,2024-02-17,False
P00341-D005,P00341,U001,field,training,2021-12-14,2023-01-19,False
P00342-D001,P00342,U013,hard_area,operational,2026-03-06,,True
P00342-D002,P00342,U013,field,training,2025-08-18,2026-03-05,False
P00342-D003,P00342,U013,field,static,2024-12-25,2025-08-17,False
P00343-D001,P00343,U016,hard_area,operational,2025-10-04,,True
P00344-D001,P00344,U012,hard_area,operational,2023-07-20,,True
P00344-D002,P00344,U012,hard_area,training,2020-11-06,2023-07-19,False
P00344-D003,P00344,U012,hard_area,static,2019-03-13,2020-11-05,False
P00344-D004,P00344,U012,hard_area,operational,2018-01-02,2019-03-12,False
P00344-D005,P00344,U012,hard_area,static,2017-05-19,2018-01-01,False
P00344-D006,P00344,U012,static_station,static,2015-02-05,2017-05-18,False
P00344-D007,P00344,U012,hard_area,training,2014-01-25,2015-02-04,False
P00344-D008,P00344,U012,hard_area,static,2012-11-17,2014-01-24,False
P00345-D001,P00345,U002,hard_area,operational,2026-02-11,,True
P00345-D002,P00345,U002,field,training,2025-01-29,2026-02-10,False
P00345-D003,P00345,U002,field,operational,2023-06-08,2025-01-28,False
P00345-D004,P00345,U002,hard_area,training,2021-12-20,2023-06-07,False
P00345-D005,P00345,U002,field,static,2021-03-23,2021-12-19,False
P00345-D006,P00345,U002,hard_area,training,2019-11-17,2021-03-22,False
P00345-D007,P00345,U002,hard_area,static,2018-08-09,2019-11-16,False
P00346-D001,P00346,U009,static_station,static,2025-06-28,,True
P00347-D001,P00347,U014,static_station,static,2025-12-28,,True
P00347-D002,P00347,U014,field,training,2024-03-08,2025-12-27,False
P00347-D003,P00347,U014,static_station,training,2022-04-06,2024-03-07,False
P00347-D004,P00347,U014,hard_area,operational,2020-09-09,2022-04-05,False
P00347-D005,P00347,U014,static_station,static,2019-10-03,2020-09-08,False
P00347-D006,P00347,U014,hard_area,operational,2018-05-07,2019-10-02,False
P00347-D007,P00347,U014,static_station,operational,2017-03-13,2018-05-06,False
P00348-D001,P00348,U011,hard_area,operational,2026-02-17,,True
P00348-D002,P00348,U011,field,operational,2025-10-06,2026-02-16,False
P00348-D003,P00348,U011,static_station,training,2024-12-19,2025-10-05,False
P00348-D004,P00348,U011,hard_area,static,2023-12-14,2024-12-18,False
P00348-D005,P00348,U011,hard_area,training,2022-10-01,2023-12-13,False
P00348-D006,P00348,U011,static_station,training,2021-09-11,2022-09-30,False
P00348-D007,P00348,U011,field,operational,2020-12-17,2021-09-10,False
P00348-D008,P00348,U011,field,static,2019-02-10,2020-12-16,False
P00349-D001,P00349,U006,hard_area,operational,2023-08-09,,True
P00349-D002,P00349,U006,field,operational,2022-07-12,2023-08-08,False
P00349-D003,P00349,U006,field,operational,2021-10-29,2022-07-11,False
P00350-D001,P00350,U016,field,operational,2025-02-27,,True
P00350-D002,P00350,U016,hard_area,static,2023-07-01,2025-02-26,False
P00350-D003,P00350,U016,hard_area,operational,2022-05-30,2023-06-30,False
P00350-D004,P00350,U016,static_station,static,2021-09-22,2022-05-29,False
P00350-D005,P00350,U016,field,training,2020-12-05,2021-09-21,False
P00350-D006,P00350,U016,static_station,training,2020-08-04,2020-12-04,False
P00350-D007,P00350,U016,hard_area,training,2019-01-13,2020-08-03,False
P00350-D008,P00350,U016,field,training,2017-05-19,2019-01-12,False
P00351-D001,P00351,U014,field,static,2026-05-20,,True
P00351-D002,P00351,U014,field,training,2024-03-13,2026-05-19,False
P00351-D003,P00351,U014,hard_area,training,2022-12-12,2024-03-12,False
P00351-D004,P00351,U014,static_station,training,2021-11-23,2022-12-11,False
P00351-D005,P00351,U014,field,operational,2020-10-31,2021-11-22,False
P00351-D006,P00351,U014,field,operational,2019-09-26,2020-10-30,False
P00351-D007,P00351,U014,hard_area,static,2019-05-26,2019-09-25,False
P00351-D008,P00351,U014,static_station,operational,2018-12-30,2019-05-25,False
P00352-D001,P00352,U008,hard_area,operational,2024-08-06,,True
P00352-D002,P00352,U008,static_station,operational,2024-01-15,2024-08-05,False
P00353-D001,P00353,U015,field,operational,2025-09-16,,True
P00353-D002,P00353,U015,static_station,static,2025-02-14,2025-09-15,False
P00353-D003,P00353,U015,hard_area,static,2024-01-07,2025-02-13,False
P00353-D004,P00353,U015,hard_area,operational,2023-01-19,2024-01-06,False
P00353-D005,P00353,U015,field,static,2022-04-08,2023-01-18,False
P00353-D006,P00353,U015,hard_area,training,2021-09-06,2022-04-07,False
P00354-D001,P00354,U006,hard_area,operational,2025-09-05,,True
P00354-D002,P00354,U006,static_station,static,2025-01-20,2025-09-04,False
P00354-D003,P00354,U006,static_station,operational,2023-05-31,2025-01-19,False
P00354-D004,P00354,U006,field,operational,2022-04-29,2023-05-30,False
P00354-D005,P00354,U006,hard_area,static,2021-06-26,2022-04-28,False
P00355-D001,P00355,U015,hard_area,operational,2025-12-31,,True
P00355-D002,P00355,U015,field,static,2024-08-22,2025-12-30,False
P00355-D003,P00355,U015,static_station,training,2023-12-26,2024-08-21,False
P00356-D001,P00356,U003,static_station,static,2023-11-29,,True
P00356-D002,P00356,U003,static_station,operational,2022-07-26,2023-11-28,False
P00356-D003,P00356,U003,field,operational,2022-02-27,2022-07-25,False
P00357-D001,P00357,U001,field,operational,2026-01-24,,True
P00357-D002,P00357,U001,hard_area,training,2025-02-21,2026-01-23,False
P00357-D003,P00357,U001,static_station,static,2024-04-11,2025-02-20,False
P00357-D004,P00357,U001,hard_area,training,2023-10-31,2024-04-10,False
P00358-D001,P00358,U001,field,operational,2023-12-18,,True
P00358-D002,P00358,U001,field,static,2023-01-23,2023-12-17,False
P00358-D003,P00358,U001,hard_area,operational,2022-05-20,2023-01-22,False
P00358-D004,P00358,U001,static_station,training,2022-01-17,2022-05-19,False
P00358-D005,P00358,U001,hard_area,training,2020-06-27,2022-01-16,False
P00358-D006,P00358,U001,hard_area,static,2018-11-12,2020-06-26,False
P00358-D007,P00358,U001,static_station,operational,2017-12-10,2018-11-11,False
P00358-D008,P00358,U001,field,static,2017-01-25,2017-12-09,False
P00359-D001,P00359,U004,static_station,static,2024-10-01,,True
P00359-D002,P00359,U004,hard_area,static,2023-04-16,2024-09-30,False
P00359-D003,P00359,U004,hard_area,operational,2021-05-03,2023-04-15,False
P00359-D004,P00359,U004,hard_area,static,2020-01-08,2021-05-02,False
P00359-D005,P00359,U004,field,training,2018-12-03,2020-01-07,False
P00359-D006,P00359,U004,field,operational,2017-05-08,2018-12-02,False
P00359-D007,P00359,U004,field,operational,2015-09-20,2017-05-07,False
P00359-D008,P00359,U004,static_station,operational,2015-05-14,2015-09-19,False
P00360-D001,P00360,U003,static_station,static,2024-04-22,,True
P00360-D002,P00360,U003,hard_area,static,2023-01-11,2024-04-21,False
P00360-D003,P00360,U003,static_station,operational,2021-08-17,2023-01-10,False
P00360-D004,P00360,U003,hard_area,training,2019-10-06,2021-08-16,False
P00360-D005,P00360,U003,field,operational,2018-08-04,2019-10-05,False
P00360-D006,P00360,U003,hard_area,static,2016-04-27,2018-08-03,False
P00360-D007,P00360,U003,field,operational,2015-05-20,2016-04-26,False
P00360-D008,P00360,U003,static_station,static,2014-12-20,2015-05-19,False
P00361-D001,P00361,U016,hard_area,operational,2023-05-17,,True
P00362-D001,P00362,U009,static_station,static,2026-04-18,,True
P00362-D002,P00362,U009,static_station,operational,2023-04-17,2026-04-17,False
P00362-D003,P00362,U009,field,training,2022-06-11,2023-04-16,False
P00362-D004,P00362,U009,static_station,training,2021-10-11,2022-06-10,False
P00362-D005,P00362,U009,hard_area,operational,2020-12-07,2021-10-10,False
P00362-D006,P00362,U009,hard_area,static,2019-11-23,2020-12-06,False
P00362-D007,P00362,U009,hard_area,training,2018-09-10,2019-11-22,False
P00362-D008,P00362,U009,static_station,static,2016-09-24,2018-09-09,False
P00363-D001,P00363,U001,field,operational,2025-05-04,,True
P00364-D001,P00364,U011,field,operational,2024-05-07,,True
P00365-D001,P00365,U007,static_station,static,2024-09-22,,True
P00365-D002,P00365,U007,static_station,static,2022-11-03,2024-09-21,False
P00365-D003,P00365,U007,hard_area,training,2021-06-22,2022-11-02,False
P00365-D004,P00365,U007,static_station,operational,2020-08-21,2021-06-21,False
P00365-D005,P00365,U007,static_station,training,2019-11-26,2020-08-20,False
P00366-D001,P00366,U001,static_station,operational,2026-02-27,,True
P00366-D002,P00366,U001,field,static,2025-07-02,2026-02-26,False
P00366-D003,P00366,U001,static_station,static,2024-08-01,2025-07-01,False
P00366-D004,P00366,U001,static_station,operational,2023-04-06,2024-07-31,False
P00366-D005,P00366,U001,field,operational,2021-04-10,2023-04-05,False
P00366-D006,P00366,U001,hard_area,static,2020-08-14,2021-04-09,False
P00366-D007,P00366,U001,field,operational,2019-05-08,2020-08-13,False
P00366-D008,P00366,U001,static_station,operational,2018-04-11,2019-05-07,False
P00367-D001,P00367,U002,hard_area,operational,2024-12-27,,True
P00367-D002,P00367,U002,hard_area,static,2024-06-27,2024-12-26,False
P00368-D001,P00368,U006,hard_area,operational,2025-09-12,,True
P00368-D002,P00368,U006,field,operational,2025-03-11,2025-09-11,False
P00368-D003,P00368,U006,hard_area,training,2023-11-15,2025-03-10,False
P00368-D004,P00368,U006,hard_area,training,2022-10-10,2023-11-14,False
P00368-D005,P00368,U006,static_station,training,2020-09-27,2022-10-09,False
P00368-D006,P00368,U006,hard_area,training,2019-11-04,2020-09-26,False
P00368-D007,P00368,U006,field,static,2018-09-11,2019-11-03,False
P00368-D008,P00368,U006,field,static,2017-03-13,2018-09-10,False
P00369-D001,P00369,U004,static_station,static,2026-07-11,,True
P00369-D002,P00369,U004,hard_area,static,2025-08-14,2026-07-10,False
P00369-D003,P00369,U004,hard_area,training,2025-01-27,2025-08-13,False
P00370-D001,P00370,U003,static_station,static,2024-10-23,,True
P00370-D002,P00370,U003,static_station,static,2023-06-14,2024-10-22,False
P00370-D003,P00370,U003,static_station,training,2021-11-20,2023-06-13,False
P00370-D004,P00370,U003,field,training,2020-07-29,2021-11-19,False
P00370-D005,P00370,U003,field,training,2019-03-14,2020-07-28,False
P00370-D006,P00370,U003,field,operational,2018-09-30,2019-03-13,False
P00371-D001,P00371,U004,static_station,static,2024-08-12,,True
P00371-D002,P00371,U004,hard_area,operational,2023-06-19,2024-08-11,False
P00371-D003,P00371,U004,hard_area,training,2022-02-18,2023-06-18,False
P00372-D001,P00372,U016,field,operational,2024-04-10,,True
P00372-D002,P00372,U016,hard_area,operational,2023-02-20,2024-04-09,False
P00372-D003,P00372,U016,static_station,static,2021-09-11,2023-02-19,False
P00373-D001,P00373,U005,field,operational,2023-12-14,,True
P00373-D002,P00373,U005,static_station,static,2023-01-06,2023-12-13,False
P00373-D003,P00373,U005,field,training,2022-06-13,2023-01-05,False
P00374-D001,P00374,U015,field,operational,2025-02-07,,True
P00374-D002,P00374,U015,hard_area,static,2024-09-05,2025-02-06,False
P00374-D003,P00374,U015,hard_area,static,2022-04-03,2024-09-04,False
P00375-D001,P00375,U006,field,operational,2025-09-03,,True
P00375-D002,P00375,U006,field,static,2024-05-22,2025-09-02,False
P00375-D003,P00375,U006,field,training,2022-12-30,2024-05-21,False
P00375-D004,P00375,U006,field,static,2021-05-17,2022-12-29,False
P00375-D005,P00375,U006,field,training,2020-06-13,2021-05-16,False
P00375-D006,P00375,U006,hard_area,operational,2019-04-07,2020-06-12,False
P00375-D007,P00375,U006,hard_area,training,2018-05-09,2019-04-06,False
P00375-D008,P00375,U006,field,training,2018-01-06,2018-05-08,False
P00376-D001,P00376,U010,hard_area,operational,2023-07-09,,True
P00376-D002,P00376,U010,hard_area,training,2022-03-14,2023-07-08,False
P00377-D001,P00377,U015,hard_area,operational,2024-09-22,,True
P00377-D002,P00377,U015,hard_area,training,2023-12-21,2024-09-21,False
P00377-D003,P00377,U015,hard_area,training,2023-03-04,2023-12-20,False
P00377-D004,P00377,U015,field,static,2022-11-02,2023-03-03,False
P00377-D005,P00377,U015,field,static,2021-11-18,2022-11-01,False
P00377-D006,P00377,U015,field,operational,2021-01-25,2021-11-17,False
P00377-D007,P00377,U015,hard_area,operational,2019-04-25,2021-01-24,False
P00377-D008,P00377,U015,static_station,static,2017-10-14,2019-04-24,False
P00378-D001,P00378,U015,hard_area,operational,2024-01-20,,True
P00378-D002,P00378,U015,hard_area,training,2023-08-15,2024-01-19,False
P00379-D001,P00379,U011,field,operational,2024-07-13,,True
P00379-D002,P00379,U011,hard_area,operational,2023-07-10,2024-07-12,False
P00379-D003,P00379,U011,static_station,operational,2021-04-25,2023-07-09,False
P00379-D004,P00379,U011,hard_area,operational,2020-07-09,2021-04-24,False
P00379-D005,P00379,U011,field,static,2019-03-01,2020-07-08,False
P00379-D006,P00379,U011,field,training,2017-11-17,2019-02-28,False
P00379-D007,P00379,U011,field,training,2016-09-30,2017-11-16,False
P00379-D008,P00379,U011,hard_area,static,2014-08-09,2016-09-29,False
P00380-D001,P00380,U012,field,operational,2025-06-06,,True
P00380-D002,P00380,U012,static_station,operational,2023-06-08,2025-06-05,False
P00380-D003,P00380,U012,static_station,training,2022-11-12,2023-06-07,False
P00380-D004,P00380,U012,static_station,operational,2021-10-30,2022-11-11,False
P00380-D005,P00380,U012,hard_area,operational,2020-10-09,2021-10-29,False
P00380-D006,P00380,U012,hard_area,training,2020-06-08,2020-10-08,False
P00380-D007,P00380,U012,hard_area,training,2018-10-04,2020-06-07,False
P00380-D008,P00380,U012,field,operational,2018-01-24,2018-10-03,False
P00381-D001,P00381,U011,field,operational,2023-10-08,,True
P00381-D002,P00381,U011,field,training,2022-08-25,2023-10-07,False
P00381-D003,P00381,U011,hard_area,static,2021-04-03,2022-08-24,False
P00381-D004,P00381,U011,hard_area,operational,2020-06-20,2021-04-02,False
P00381-D005,P00381,U011,hard_area,operational,2019-04-18,2020-06-19,False
P00381-D006,P00381,U011,hard_area,training,2018-01-31,2019-04-17,False
P00381-D007,P00381,U011,field,training,2017-09-30,2018-01-30,False
P00381-D008,P00381,U011,field,operational,2017-04-21,2017-09-29,False
P00382-D001,P00382,U014,field,static,2024-12-08,,True
P00382-D002,P00382,U014,hard_area,training,2023-12-19,2024-12-07,False
P00383-D001,P00383,U013,field,operational,2025-04-04,,True
P00383-D002,P00383,U013,field,static,2024-02-20,2025-04-03,False
P00383-D003,P00383,U013,field,operational,2023-06-15,2024-02-19,False
P00383-D004,P00383,U013,hard_area,operational,2021-07-17,2023-06-14,False
P00383-D005,P00383,U013,hard_area,static,2020-10-18,2021-07-16,False
P00383-D006,P00383,U013,field,training,2019-11-24,2020-10-17,False
P00384-D001,P00384,U001,static_station,operational,2024-07-08,,True
P00384-D002,P00384,U001,field,training,2023-03-11,2024-07-07,False
P00384-D003,P00384,U001,field,operational,2021-09-04,2023-03-10,False
P00384-D004,P00384,U001,static_station,operational,2020-01-26,2021-09-03,False
P00384-D005,P00384,U001,hard_area,static,2018-08-06,2020-01-25,False
P00384-D006,P00384,U001,static_station,operational,2017-07-16,2018-08-05,False
P00384-D007,P00384,U001,hard_area,operational,2016-11-28,2017-07-15,False
P00384-D008,P00384,U001,static_station,operational,2016-02-05,2016-11-27,False
P00385-D001,P00385,U009,static_station,static,2025-08-17,,True
P00385-D002,P00385,U009,static_station,static,2024-05-28,2025-08-16,False
P00385-D003,P00385,U009,static_station,static,2021-05-27,2024-05-27,False
P00385-D004,P00385,U009,hard_area,training,2020-06-01,2021-05-26,False
P00385-D005,P00385,U009,static_station,training,2018-05-10,2020-05-31,False
P00385-D006,P00385,U009,field,operational,2016-12-27,2018-05-09,False
P00385-D007,P00385,U009,field,static,2016-05-13,2016-12-26,False
P00386-D001,P00386,U006,field,operational,2025-04-10,,True
P00386-D002,P00386,U006,field,training,2024-02-08,2025-04-09,False
P00386-D003,P00386,U006,hard_area,static,2023-10-08,2024-02-07,False
P00386-D004,P00386,U006,field,training,2023-01-01,2023-10-07,False
P00387-D001,P00387,U010,field,operational,2023-06-07,,True
P00387-D002,P00387,U010,static_station,training,2022-05-30,2023-06-06,False
P00387-D003,P00387,U010,static_station,static,2021-07-18,2022-05-29,False
P00387-D004,P00387,U010,hard_area,training,2021-01-28,2021-07-17,False
P00387-D005,P00387,U010,hard_area,training,2020-09-28,2021-01-27,False
P00387-D006,P00387,U010,field,operational,2019-03-19,2020-09-27,False
P00387-D007,P00387,U010,static_station,static,2016-11-27,2019-03-18,False
P00387-D008,P00387,U010,field,operational,2016-07-27,2016-11-26,False
P00388-D001,P00388,U002,field,operational,2023-12-30,,True
P00388-D002,P00388,U002,field,operational,2023-07-03,2023-12-29,False
P00388-D003,P00388,U002,static_station,training,2022-05-18,2023-07-02,False
P00388-D004,P00388,U002,static_station,static,2021-07-29,2022-05-17,False
P00389-D001,P00389,U010,hard_area,operational,2023-03-21,,True
P00389-D002,P00389,U010,field,training,2022-02-17,2023-03-20,False
P00389-D003,P00389,U010,field,static,2021-04-07,2022-02-16,False
P00389-D004,P00389,U010,hard_area,training,2020-12-06,2021-04-06,False
P00389-D005,P00389,U010,static_station,training,2019-01-11,2020-12-05,False
P00389-D006,P00389,U010,hard_area,training,2017-12-30,2019-01-10,False
P00389-D007,P00389,U010,static_station,operational,2017-06-02,2017-12-29,False
P00389-D008,P00389,U010,static_station,static,2016-05-04,2017-06-01,False
P00390-D001,P00390,U015,hard_area,operational,2025-11-24,,True
P00390-D002,P00390,U015,hard_area,static,2024-09-02,2025-11-23,False
P00390-D003,P00390,U015,hard_area,static,2023-01-03,2024-09-01,False
P00390-D004,P00390,U015,static_station,static,2022-04-01,2023-01-02,False
P00390-D005,P00390,U015,hard_area,operational,2021-07-19,2022-03-31,False
P00390-D006,P00390,U015,static_station,operational,2021-03-19,2021-07-18,False
P00390-D007,P00390,U015,hard_area,training,2020-02-21,2021-03-18,False
P00391-D001,P00391,U012,hard_area,operational,2024-01-12,,True
P00391-D002,P00391,U012,field,operational,2022-10-27,2024-01-11,False
P00391-D003,P00391,U012,field,training,2020-08-02,2022-10-26,False
P00391-D004,P00391,U012,field,operational,2018-04-12,2020-08-01,False
P00391-D005,P00391,U012,field,training,2017-11-08,2018-04-11,False
P00391-D006,P00391,U012,static_station,static,2017-03-23,2017-11-07,False
P00391-D007,P00391,U012,static_station,static,2016-03-19,2017-03-22,False
P00391-D008,P00391,U012,static_station,operational,2015-04-16,2016-03-18,False
P00392-D001,P00392,U005,hard_area,operational,2024-08-13,,True
P00392-D002,P00392,U005,field,static,2023-10-27,2024-08-12,False
P00392-D003,P00392,U005,field,static,2022-11-23,2023-10-26,False
P00392-D004,P00392,U005,hard_area,training,2021-03-28,2022-11-22,False
P00392-D005,P00392,U005,hard_area,operational,2020-08-26,2021-03-27,False
P00392-D006,P00392,U005,field,static,2019-10-20,2020-08-25,False
P00393-D001,P00393,U012,hard_area,operational,2024-10-25,,True
P00393-D002,P00393,U012,hard_area,operational,2023-12-15,2024-10-24,False
P00394-D001,P00394,U013,field,operational,2026-05-26,,True
P00394-D002,P00394,U013,hard_area,static,2025-01-10,2026-05-25,False
P00394-D003,P00394,U013,static_station,static,2024-07-05,2025-01-09,False
P00394-D004,P00394,U013,field,training,2023-04-26,2024-07-04,False
P00394-D005,P00394,U013,hard_area,operational,2022-09-17,2023-04-25,False
P00394-D006,P00394,U013,hard_area,static,2021-03-28,2022-09-16,False
P00394-D007,P00394,U013,field,operational,2020-05-11,2021-03-27,False
P00394-D008,P00394,U013,hard_area,operational,2019-08-04,2020-05-10,False
P00395-D001,P00395,U001,static_station,operational,2024-10-20,,True
P00395-D002,P00395,U001,field,static,2023-09-06,2024-10-19,False
P00395-D003,P00395,U001,hard_area,training,2022-03-15,2023-09-05,False
P00395-D004,P00395,U001,field,training,2020-09-26,2022-03-14,False
P00395-D005,P00395,U001,hard_area,operational,2020-05-26,2020-09-25,False
P00395-D006,P00395,U001,static_station,operational,2019-01-15,2020-05-25,False
P00395-D007,P00395,U001,static_station,operational,2018-02-05,2019-01-14,False
P00396-D001,P00396,U002,static_station,operational,2023-07-20,,True
P00396-D002,P00396,U002,field,operational,2022-10-20,2023-07-19,False
P00396-D003,P00396,U002,field,static,2022-03-03,2022-10-19,False
P00396-D004,P00396,U002,static_station,training,2021-06-02,2022-03-02,False
P00396-D005,P00396,U002,hard_area,operational,2020-05-27,2021-06-01,False
P00396-D006,P00396,U002,static_station,training,2018-04-15,2020-05-26,False
P00396-D007,P00396,U002,static_station,operational,2017-07-05,2018-04-14,False
P00396-D008,P00396,U002,field,operational,2016-05-15,2017-07-04,False
P00397-D001,P00397,U004,static_station,static,2026-01-08,,True
P00397-D002,P00397,U004,field,static,2024-08-22,2026-01-07,False
P00397-D003,P00397,U004,static_station,training,2023-02-08,2024-08-21,False
P00398-D001,P00398,U008,field,operational,2024-08-17,,True
P00398-D002,P00398,U008,field,static,2023-09-05,2024-08-16,False
P00398-D003,P00398,U008,field,training,2022-04-22,2023-09-04,False
P00398-D004,P00398,U008,field,operational,2020-11-01,2022-04-21,False
P00398-D005,P00398,U008,static_station,training,2019-05-11,2020-10-31,False
P00398-D006,P00398,U008,field,training,2018-01-06,2019-05-10,False
P00398-D007,P00398,U008,hard_area,training,2017-05-04,2018-01-05,False
P00399-D001,P00399,U010,field,operational,2025-11-20,,True
P00399-D002,P00399,U010,field,operational,2024-10-03,2025-11-19,False
P00399-D003,P00399,U010,static_station,static,2023-11-12,2024-10-02,False
P00399-D004,P00399,U010,static_station,training,2023-01-31,2023-11-11,False
P00399-D005,P00399,U010,hard_area,static,2022-03-02,2023-01-30,False
P00399-D006,P00399,U010,hard_area,training,2021-06-23,2022-03-01,False
P00400-D001,P00400,U015,hard_area,operational,2024-04-26,,True
P00400-D002,P00400,U015,static_station,training,2023-04-13,2024-04-25,False
P00400-D003,P00400,U015,hard_area,operational,2022-06-19,2023-04-12,False
P00400-D004,P00400,U015,field,operational,2020-10-09,2022-06-18,False
P00400-D005,P00400,U015,field,training,2019-11-02,2020-10-08,False
P00400-D006,P00400,U015,static_station,training,2019-03-20,2019-11-01,False
P00401-D001,P00401,U005,static_station,operational,2024-03-06,,True
P00402-D001,P00402,U010,static_station,operational,2025-12-03,,True
P00402-D002,P00402,U010,static_station,static,2024-07-15,2025-12-02,False
P00402-D003,P00402,U010,hard_area,operational,2024-02-19,2024-07-14,False
P00403-D001,P00403,U010,static_station,operational,2024-01-17,,True
P00403-D002,P00403,U010,field,operational,2022-05-28,2024-01-16,False
P00404-D001,P00404,U011,field,operational,2024-05-03,,True
P00404-D002,P00404,U011,static_station,static,2023-03-30,2024-05-02,False
P00404-D003,P00404,U011,static_station,training,2022-11-27,2023-03-29,False
P00404-D004,P00404,U011,static_station,static,2022-07-27,2022-11-26,False
P00404-D005,P00404,U011,hard_area,static,2021-10-17,2022-07-26,False
P00405-D001,P00405,U009,static_station,static,2025-04-14,,True
P00405-D002,P00405,U009,field,operational,2024-01-11,2025-04-13,False
P00405-D003,P00405,U009,static_station,operational,2022-06-21,2024-01-10,False
P00405-D004,P00405,U009,static_station,static,2020-11-12,2022-06-20,False
P00406-D001,P00406,U002,hard_area,operational,2026-02-20,,True
P00406-D002,P00406,U002,static_station,training,2024-10-24,2026-02-19,False
P00406-D003,P00406,U002,field,static,2024-06-24,2024-10-23,False
P00406-D004,P00406,U002,hard_area,operational,2023-11-12,2024-06-23,False
P00406-D005,P00406,U002,hard_area,operational,2022-12-08,2023-11-11,False
P00406-D006,P00406,U002,hard_area,operational,2020-10-16,2022-12-07,False
P00406-D007,P00406,U002,static_station,training,2020-06-16,2020-10-15,False
P00406-D008,P00406,U002,hard_area,static,2019-12-18,2020-06-15,False
P00407-D001,P00407,U010,hard_area,operational,2024-07-18,,True
P00408-D001,P00408,U013,field,operational,2024-02-13,,True
P00408-D002,P00408,U013,static_station,static,2023-02-07,2024-02-12,False
P00408-D003,P00408,U013,hard_area,operational,2021-12-31,2023-02-06,False
P00409-D001,P00409,U008,hard_area,operational,2024-06-05,,True
P00409-D002,P00409,U008,hard_area,static,2023-04-22,2024-06-04,False
P00409-D003,P00409,U008,static_station,static,2022-02-08,2023-04-21,False
P00409-D004,P00409,U008,hard_area,training,2020-12-30,2022-02-07,False
P00409-D005,P00409,U008,static_station,operational,2019-11-09,2020-12-29,False
P00409-D006,P00409,U008,field,operational,2019-06-20,2019-11-08,False
P00409-D007,P00409,U008,field,operational,2017-07-11,2019-06-19,False
P00409-D008,P00409,U008,static_station,static,2016-02-07,2017-07-10,False
P00410-D001,P00410,U009,static_station,static,2023-07-25,,True
P00410-D002,P00410,U009,hard_area,static,2023-03-10,2023-07-24,False
P00410-D003,P00410,U009,static_station,training,2021-12-31,2023-03-09,False
P00410-D004,P00410,U009,static_station,operational,2020-10-07,2021-12-30,False
P00410-D005,P00410,U009,hard_area,training,2019-03-31,2020-10-06,False
P00410-D006,P00410,U009,field,training,2018-06-23,2019-03-30,False
P00410-D007,P00410,U009,static_station,training,2016-03-13,2018-06-22,False
P00411-D001,P00411,U006,hard_area,operational,2025-11-02,,True
P00411-D002,P00411,U006,hard_area,training,2024-05-10,2025-11-01,False
P00411-D003,P00411,U006,hard_area,operational,2023-07-29,2024-05-09,False
P00411-D004,P00411,U006,hard_area,static,2021-12-05,2023-07-28,False
P00412-D001,P00412,U012,hard_area,operational,2025-08-04,,True
P00412-D002,P00412,U012,hard_area,operational,2024-01-06,2025-08-03,False
P00412-D003,P00412,U012,field,static,2022-05-04,2024-01-05,False
P00412-D004,P00412,U012,hard_area,static,2021-04-28,2022-05-03,False
P00413-D001,P00413,U013,hard_area,operational,2026-02-10,,True
P00413-D002,P00413,U013,field,static,2024-12-23,2026-02-09,False
P00413-D003,P00413,U013,field,training,2024-01-15,2024-12-22,False
P00413-D004,P00413,U013,hard_area,training,2023-08-12,2024-01-14,False
P00413-D005,P00413,U013,hard_area,training,2022-06-08,2023-08-11,False
P00413-D006,P00413,U013,static_station,static,2021-05-23,2022-06-07,False
P00413-D007,P00413,U013,static_station,static,2020-10-04,2021-05-22,False
P00413-D008,P00413,U013,field,static,2019-07-07,2020-10-03,False
P00414-D001,P00414,U016,hard_area,operational,2023-08-10,,True
P00414-D002,P00414,U016,static_station,static,2023-04-07,2023-08-09,False
P00415-D001,P00415,U015,hard_area,operational,2025-07-01,,True
P00416-D001,P00416,U007,static_station,static,2023-08-22,,True
P00416-D002,P00416,U007,hard_area,training,2022-04-24,2023-08-21,False
P00416-D003,P00416,U007,hard_area,static,2021-02-09,2022-04-23,False
P00416-D004,P00416,U007,hard_area,static,2019-07-23,2021-02-08,False
P00416-D005,P00416,U007,hard_area,training,2019-03-12,2019-07-22,False
P00417-D001,P00417,U016,field,operational,2025-01-04,,True
P00417-D002,P00417,U016,field,training,2023-07-23,2025-01-03,False
P00417-D003,P00417,U016,field,static,2022-10-08,2023-07-22,False
P00417-D004,P00417,U016,hard_area,operational,2021-03-07,2022-10-07,False
P00417-D005,P00417,U016,static_station,training,2020-04-20,2021-03-06,False
P00417-D006,P00417,U016,field,static,2018-11-16,2020-04-19,False
P00417-D007,P00417,U016,static_station,training,2017-04-16,2018-11-15,False
P00417-D008,P00417,U016,hard_area,static,2016-09-24,2017-04-15,False
P00418-D001,P00418,U008,field,operational,2025-12-24,,True
P00418-D002,P00418,U008,static_station,training,2025-06-25,2025-12-23,False
P00418-D003,P00418,U008,hard_area,static,2024-08-29,2025-06-24,False
P00418-D004,P00418,U008,field,static,2024-04-28,2024-08-28,False
P00418-D005,P00418,U008,static_station,training,2023-06-07,2024-04-27,False
P00418-D006,P00418,U008,static_station,static,2023-01-12,2023-06-06,False
P00418-D007,P00418,U008,static_station,training,2021-07-27,2023-01-11,False
P00418-D008,P00418,U008,hard_area,operational,2020-11-13,2021-07-26,False
